tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated
961,32.0,4120,282,23,337,3781,0,2,522,239.82,1.020,1.174,0.082,0.043,0.097,-0.815,1.564,0.3398,2.6517,0.739,0.027,0.020,0.146,-0.067,41,170,262,0,51,0,143225.69,5634.311,48736.027,36.504,2766.847,7.826,26476.965,13815.471,713.966,18537.929,14830.344,8640.831,192.489,1600.157,0.000332,-0.022057,500,0,251,11,257,246,56657,93,10,19.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106813,2216,373,58047.347,46189.908,2533.582,9.189,19.583,23949.976,11761.136,1226.551,410,437,159,237,41,100146,7333,161,34,4330.014,2473.508,202.968,0.312,0.000,1543.745,705.303,35.278,17,34,11,14,9,14205,60,2,0,15.000,5.939,0.000,0.000,0.000,11.530,1.987,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,4163,4163,163,0
991,33.0,4122,266,23,352,3768,0,2,612,221.96,1.027,1.173,0.083,0.043,0.099,-0.818,1.562,0.3523,2.6528,0.729,0.023,0.019,0.146,-0.066,41,143,263,0,51,0,143168.17,5856.065,50094.177,39.927,3297.763,7.359,26694.025,13839.213,845.208,18860.941,15088.753,8943.019,280.655,1673.378,0.000190,-0.021670,597,0,252,11,258,247,55802,118,9,15.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106808,2311,451,60987.679,47930.885,3086.741,8.219,11.928,24212.762,11818.320,1265.512,422,413,133,233,47,87781,6791,137,28,3647.192,2112.747,140.192,0.153,3.488,1440.954,634.587,28.540,9,31,10,19,2,11503,60,0,0,0.000,0.000,0.000,0.000,0.000,11.699,2.083,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,4163,4163,163,0
1021,34.0,4056,279,23,354,3700,0,2,729,235.90,1.036,1.173,0.085,0.042,0.101,-0.819,1.567,0.3428,2.6476,0.725,0.020,0.020,0.147,-0.067,42,171,279,0,70,0,141109.44,5911.174,48462.123,56.345,3060.091,7.858,26666.564,13747.179,979.153,18855.675,15084.540,9448.798,269.556,1605.985,0.000232,-0.022963,483,0,256,23,276,254,56262,25,20,41.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105798,2239,440,59106.102,46652.783,2954.419,8.307,29.809,24260.933,11716.755,1307.050,414,475,165,246,64,109571,6286,111,18,2833.395,1680.211,91.202,1.348,12.026,1349.868,587.777,31.564,14,21,6,10,5,7152,60,1,0,25.000,10.927,0.000,0.000,0.000,11.829,2.405,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,4163,4163,163,0
1051,35.0,3980,223,22,358,3620,0,2,828,236.45,1.046,1.173,0.088,0.042,0.103,-0.821,1.563,0.3374,2.6411,0.709,0.039,0.020,0.147,-0.067,49,160,317,0,60,0,137371.61,5920.953,48096.255,61.600,3013.604,6.216,26674.603,13663.917,1171.246,19171.670,15337.336,10494.668,263.872,1714.003,0.000189,-0.023930,487,0,293,24,313,290,55897,35,23,45.703,0,0,0,0,0,0,0,28,16,15,0,0,15,0,104807,2231,432,58866.526,46561.519,2896.330,9.232,43.316,24351.616,11669.916,1325.754,421,471,151,268,52,115932,5781,95,20,2526.544,1456.599,94.406,1.693,2.388,1261.079,542.989,28.888,9,39,9,25,5,15577,60,0,0,0.000,0.000,0.000,0.000,0.000,11.935,2.372,1.384,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,3980,3980,104,0
1081,36.0,3817,283,22,351,3465,0,1,890,255.68,1.052,1.178,0.090,0.043,0.105,-0.823,1.576,0.3438,2.6418,0.710,0.026,0.018,0.146,-0.068,45,154,345,0,82,0,131609.92,5771.924,45548.896,80.799,3250.375,5.209,26056.160,13267.014,1277.293,17348.821,13879.057,11105.345,193.037,1794.682,0.000220,-0.025567,540,0,312,33,343,310,54343,65,33,68.130,0,0,0,0,0,0,0,19,11,11,0,0,11,0,101628,2122,453,56318.904,44232.112,3082.974,8.380,62.080,23873.930,11363.768,1291.966,382,518,143,299,76,118230,5021,80,22,2185.314,1250.248,115.978,1.959,6.050,1116.768,488.383,24.472,10,29,10,13,6,11210,49,0,0,0.000,0.000,0.000,0.000,0.000,9.781,2.018,0.951,0,1,1,0,0,1067,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,3980,3980,104,0
1111,37.0,3705,263,22,360,3344,0,1,971,269.67,1.058,1.180,0.093,0.038,0.109,-0.826,1.578,0.3423,2.6446,0.724,0.017,0.019,0.147,-0.068,42,150,303,0,73,0,129688.18,5786.339,46862.378,42.091,3015.698,5.742,25232.043,12835.241,1390.858,17364.240,13891.393,9878.413,159.035,1644.116,0.000256,-0.027463,548,0,289,14,297,283,53060,88,14,24.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97638,2186,442,57722.449,45760.622,2855.979,7.209,24.021,23187.641,11074.681,1212.412,384,475,134,273,68,120384,4295,67,18,1814.227,1033.526,91.203,1.195,0.000,976.322,427.880,22.802,5,35,15,16,4,16740,30,0,0,0.000,0.000,0.000,0.000,0.000,5.889,1.489,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,3980,3980,104,0
1141,38.0,3639,251,22,379,3259,0,1,994,263.14,1.063,1.175,0.095,0.037,0.113,-0.829,1.580,0.3413,2.6323,0.691,0.032,0.019,0.147,-0.068,43,124,266,0,98,0,128426.88,5935.004,45816.180,39.626,3168.405,5.982,24848.408,12494.000,1463.943,17681.431,14145.145,8909.932,282.014,1517.531,0.000233,-0.027951,532,0,254,12,263,251,51666,109,12,26.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95459,2125,409,56471.080,44673.958,2991.302,5.083,26.716,22921.982,10884.199,1140.259,386,446,114,246,86,116541,3559,68,14,1794.636,1057.832,60.411,1.567,0.000,823.787,354.713,23.884,2,27,10,8,9,11925,30,0,0,0.000,0.000,0.000,0.000,0.000,5.957,1.726,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,3980,3980,104,0
1171,39.0,3632,269,22,401,3231,0,0,1029,239.79,1.067,1.170,0.097,0.037,0.118,-0.830,1.582,0.3403,2.6103,0.730,0.015,0.018,0.147,-0.070,46,120,192,0,106,0,127962.54,6101.566,43367.992,14.932,3161.738,6.560,24641.416,12251.956,1526.958,17318.274,13854.620,6522.048,269.129,1273.669,0.000208,-0.027945,500,0,187,5,192,187,50666,49,5,9.820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93964,2015,435,53607.953,42300.928,3040.089,3.746,9.820,22751.315,10753.655,1077.092,379,397,112,182,103,93676,3067,63,16,1684.670,980.463,71.329,1.366,0.000,723.313,313.187,15.388,4,14,8,5,1,6049,9,1,0,25.000,10.927,0.000,0.000,0.000,1.800,0.440,0.000,0,1,0,0,1,1150,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,3980,3980,104,0
1201,40.0,3651,225,20,419,3232,0,0,1107,270.57,1.069,1.168,0.101,0.037,0.122,-0.833,1.589,0.3479,2.6191,0.721,0.010,0.017,0.148,-0.070,42,115,177,0,93,0,127833.45,6290.110,43162.393,11.454,3055.641,7.944,24774.197,12191.249,1623.970,17129.076,13703.261,5939.857,460.703,1177.256,0.000212,-0.028303,466,0,175,2,175,173,50748,14,2,4.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93928,2012,436,53552.796,42451.177,2935.992,3.643,4.812,22896.553,10748.202,1053.931,378,361,111,166,84,90960,2747,42,16,1209.191,649.891,100.628,0.494,0.000,648.288,277.436,12.558,4,20,4,9,7,10438,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,3651,3651,45,0
1231,41.0,3693,185,20,454,3239,0,0,1165,269.29,1.070,1.163,0.103,0.036,0.127,-0.836,1.593,0.3470,2.6137,0.684,0.022,0.017,0.147,-0.070,43,92,146,0,97,0,126108.44,6332.614,40189.029,10.625,3304.325,4.475,25153.943,12357.703,1750.496,15793.509,12634.807,4478.970,254.075,1103.393,0.000226,-0.027554,544,0,143,3,145,142,50477,54,3,6.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94805,1874,476,50401.061,39557.830,3175.357,3.141,6.000,23304.878,10930.701,1074.850,338,315,86,140,89,81521,2247,33,14,954.064,519.441,81.557,0.000,0.000,541.724,230.058,9.896,0,16,6,3,7,8181,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,3651,3651,45,0
1261,42.0,3593,203,20,464,3129,0,0,1202,254.70,1.071,1.159,0.105,0.036,0.131,-0.837,1.597,0.3454,2.6189,0.708,0.006,0.019,0.148,-0.071,39,124,167,0,125,0,121560.62,6383.888,38170.317,27.458,3688.715,5.825,25085.445,12308.397,1829.492,13391.556,10713.245,5798.893,159.502,1269.439,0.000234,-0.026858,576,0,156,11,167,156,49414,25,11,22.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94150,1786,534,48698.264,37760.078,3582.626,4.553,22.905,23296.673,10960.357,1049.274,289,386,120,151,115,95494,1739,22,17,688.642,334.741,89.312,0.000,0.000,424.358,182.095,10.160,1,14,4,5,5,6376,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,3651,3651,45,0
1291,43.0,3461,177,20,459,3002,0,0,1178,279.80,1.074,1.156,0.106,0.036,0.134,-0.839,1.597,0.3433,2.6046,0.744,0.013,0.016,0.148,-0.072,32,121,180,0,128,0,117931.82,6466.589,37699.923,46.988,3216.350,5.278,24268.664,11865.796,1856.731,12649.928,10119.943,5932.073,162.119,1226.931,0.000201,-0.029585,543,0,163,17,177,162,47865,43,15,41.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90572,1759,486,47529.082,37213.206,3136.320,3.124,41.098,22527.281,10560.705,1015.784,277,395,118,157,120,103094,1529,28,14,811.392,449.981,72.961,0.000,0.000,379.399,166.426,8.777,2,11,3,6,2,5915,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,3651,3651,45,0
1321,44.0,3384,196,20,474,2910,0,0,1190,312.52,1.076,1.152,0.107,0.035,0.139,-0.840,1.600,0.3381,2.5958,0.693,0.013,0.018,0.148,-0.073,34,130,138,0,123,0,113413.89,6138.573,34864.243,25.569,3281.971,4.951,23560.752,11375.051,1834.892,13285.869,10628.695,4775.105,257.260,1086.077,0.000234,-0.030275,577,0,127,11,137,127,45410,44,10,22.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87149,1623,523,44251.328,34366.276,3221.854,2.371,22.972,21836.033,10152.095,955.920,283,371,128,125,118,105451,1350,28,10,781.058,451.553,50.444,0.000,0.000,332.166,148.590,6.986,3,7,2,2,3,4414,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,3651,3651,45,0
1351,45.0,3254,196,18,480,2774,0,0,1174,265.30,1.076,1.150,0.110,0.035,0.145,-0.840,1.592,0.3437,2.6194,0.711,0.013,0.017,0.147,-0.074,49,108,130,0,144,0,108571.93,5885.966,32797.140,33.812,3245.211,5.939,22972.348,11079.872,1855.862,10755.481,8604.385,4445.506,68.249,985.943,0.000186,-0.030533,536,0,118,12,127,115,43905,11,12,27.400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83985,1530,514,41877.715,32373.811,3191.774,2.466,27.400,21232.609,9891.174,920.119,230,364,108,116,140,97842,1283,23,11,642.361,375.345,41.649,0.000,0.000,317.776,140.512,7.465,1,3,0,2,1,1594,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,3254,3254,32,0
1381,46.0,3141,170,18,478,2663,0,0,1133,259.12,1.076,1.151,0.113,0.036,0.149,-0.841,1.598,0.3453,2.6203,0.700,0.010,0.017,0.148,-0.074,49,103,136,0,124,0,102943.61,5626.415,30921.819,29.981,2883.175,6.199,22187.744,10587.419,1819.355,10703.348,8562.678,4418.736,125.139,927.478,0.000224,-0.029129,487,0,122,14,136,122,42067,3,14,27.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80458,1441,478,39176.406,30477.873,2847.528,2.020,27.961,20491.025,9513.918,827.951,229,334,99,119,116,90252,1114,24,6,648.366,385.412,32.504,0.000,0.000,278.729,128.813,5.258,3,9,4,3,2,2738,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,3254,3254,32,0
1411,47.0,2971,179,18,484,2487,0,0,1090,316.95,1.072,1.143,0.113,0.036,0.156,-0.842,1.605,0.3450,2.6357,0.730,0.010,0.018,0.148,-0.075,36,109,123,0,131,0,96185.30,5552.073,27684.083,18.145,2453.353,4.996,21352.374,10116.387,1790.746,8192.921,6554.337,4113.495,144.315,856.716,0.000268,-0.029067,438,0,115,8,123,115,39390,9,8,15.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76849,1282,417,34774.940,27277.308,2398.962,2.247,15.898,19664.254,9137.880,753.271,175,347,107,114,126,101890,1025,24,12,678.910,370.611,49.526,0.000,0.000,257.712,113.829,4.580,2,6,2,1,3,4148,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,3254,3254,32,0
1441,48.0,2742,185,18,485,2257,0,0,1000,264.45,1.064,1.133,0.115,0.037,0.166,-0.844,1.604,0.3433,2.6298,0.723,0.012,0.019,0.148,-0.076,37,118,151,0,140,0,88417.53,5264.813,25539.792,43.839,2574.034,6.192,19800.505,9280.069,1692.222,7579.817,6063.853,5257.414,98.896,971.136,0.000195,-0.030325,491,0,133,18,151,133,35589,54,18,41.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70609,1184,429,32484.005,25201.303,2505.368,2.593,41.246,18118.351,8380.785,681.855,155,383,116,132,135,101782,937,17,8,491.116,277.209,44.023,0.000,0.000,239.363,104.248,2.267,1,3,2,1,0,559,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,3254,3254,32,0
1471,49.0,2557,176,18,481,2076,0,0,934,287.87,1.059,1.124,0.116,0.036,0.175,-0.843,1.599,0.3467,2.6430,0.755,0.015,0.019,0.147,-0.077,31,118,133,0,108,0,82040.36,5181.239,23470.394,41.919,2270.244,4.076,18206.623,8389.399,1557.351,7472.421,5977.937,4494.678,68.133,860.056,0.000196,-0.030770,497,0,116,17,131,114,31865,109,17,36.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64215,1098,379,29908.212,23268.570,2211.209,2.260,36.179,16528.337,7612.425,564.765,157,335,117,115,103,93255,893,8,9,258.898,129.209,40.350,0.000,0.000,233.153,101.549,3.593,2,5,1,1,3,2237,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,3254,3254,32,0
1501,50.0,2353,181,17,483,1870,0,0,858,315.48,1.050,1.112,0.120,0.035,0.187,-0.843,1.602,0.3374,2.6310,0.747,0.012,0.017,0.147,-0.079,40,119,121,0,116,0,76427.17,4865.102,21574.101,33.283,2072.057,5.082,16789.630,7617.959,1444.753,6447.188,5157.751,4016.116,153.072,774.706,0.000134,-0.030828,519,0,109,12,120,108,28882,172,12,29.240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58431,1006,341,27450.037,21348.867,2002.104,2.153,29.240,15110.551,6919.119,474.969,135,340,119,109,112,103491,869,12,6,345.432,193.415,30.659,0.000,0.000,230.432,112.990,2.141,0,1,0,0,1,229,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,2353,2353,16,0
1531,51.0,2242,180,17,467,1775,0,0,790,333.07,1.051,1.113,0.119,0.034,0.189,-0.845,1.605,0.3382,2.6479,0.753,0.017,0.017,0.148,-0.079,39,72,98,0,88,0,72176.19,4595.887,20059.727,61.196,1794.604,4.942,15586.893,7089.829,1327.232,6261.189,5008.951,3099.377,61.742,550.482,0.000231,-0.033037,398,0,72,26,97,71,26680,89,26,58.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53762,931,307,25218.755,19774.863,1779.654,1.230,58.789,13986.820,6493.936,403.865,129,215,68,67,80,66847,667,14,2,364.359,230.743,9.883,0.000,0.000,170.743,81.312,2.244,3,12,4,5,3,4928,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,2353,2353,16,0
1561,52.0,2089,145,17,461,1628,0,0,687,379.68,1.045,1.106,0.120,0.034,0.198,-0.846,1.614,0.3379,2.6472,0.738,0.004,0.016,0.149,-0.081,52,97,87,0,99,0,68087.15,4317.166,18898.639,38.727,1782.334,6.668,14788.066,6717.199,1188.700,5528.914,4423.131,2897.007,72.714,574.100,0.000155,-0.034050,328,0,70,17,87,70,25001,52,17,37.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50686,884,273,24068.434,18753.755,1737.819,1.372,37.355,13265.115,6200.030,356.193,115,258,96,68,94,90147,485,6,3,171.048,97.980,13.170,0.000,0.000,119.365,57.612,2.890,0,4,1,2,1,2608,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,2353,2353,16,0
