tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated
1591,53.0,1777,221,33,296,1480,1,0,456,390.47,1.103,1.305,0.091,0.047,0.143,-0.872,1.640,0.3740,2.7863,0.778,0.000,0.043,0.083,0.112,45,118,41,0,66,0,58063.12,2815.375,17196.044,9.891,1302.292,7.556,13946.123,6460.574,821.049,4295.804,3436.643,1377.389,302.335,324.076,0.000107,0.011089,257,0,37,4,41,37,12218,3,4,9.548,30,2,2,0,0,0,2,0,0,0,0,0,0,0,45307,763,245,20461.044,16804.196,1259.073,0.343,9.548,12804.765,6076.778,207.559,92,217,116,37,64,82571,912,25,9,679.344,384.240,34.053,0.000,0.000,243.993,103.614,9.606,2,2,2,0,0,786,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.491,0.264,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,2185,2185,23,0
1621,54.0,1671,207,33,292,1378,1,0,392,368.45,1.096,1.298,0.090,0.048,0.149,-0.872,1.640,0.3777,2.8139,0.786,0.000,0.044,0.083,0.111,47,118,12,0,64,0,55087.23,2700.105,15711.146,8.107,1267.875,7.780,12950.138,6001.746,693.397,3892.558,3114.046,592.553,140.792,238.107,0.000099,0.010923,256,0,8,4,12,8,10592,14,4,8.030,30,0,0,0,0,0,0,0,0,0,0,0,0,0,41908,708,238,19080.345,15552.684,1255.029,0.077,8.030,11840.214,5683.455,160.837,86,185,117,6,62,64988,804,10,4,270.131,151.461,12.841,0.000,0.000,212.205,90.341,4.566,1,4,1,2,1,2344,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.532,0.264,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,2185,2185,23,0
1651,55.0,1593,204,31,289,1303,1,0,329,379.89,1.091,1.289,0.090,0.049,0.153,-0.874,1.650,0.3725,2.8187,0.762,0.000,0.048,0.083,0.111,53,108,26,0,42,0,52170.16,2517.325,15084.075,20.801,999.510,7.816,12270.131,5668.367,588.953,4247.555,3398.044,779.273,170.214,212.825,0.000091,0.010960,198,0,18,8,26,18,9873,1,8,20.678,30,0,0,0,0,0,0,0,0,0,0,0,0,0,39438,678,191,17977.814,14895.358,977.090,0.124,20.678,11172.167,5357.914,154.163,90,162,104,17,41,58469,771,11,6,312.860,170.750,22.124,0.000,0.000,205.129,89.078,6.784,1,4,3,1,0,1347,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.574,0.264,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,1593,1593,3,0
1681,56.0,1528,179,31,294,1233,1,0,290,381.69,1.084,1.279,0.093,0.048,0.161,-0.874,1.653,0.3701,2.8196,0.763,0.000,0.047,0.083,0.109,46,115,11,0,36,0,49342.30,2380.992,13809.154,2.916,931.677,7.546,11654.814,5365.028,502.281,4213.343,3370.675,281.261,217.643,157.225,0.000148,0.011005,187,0,10,1,11,10,9597,5,1,2.807,30,0,0,0,0,0,0,0,0,0,0,0,0,0,37303,624,181,16487.154,13643.462,926.198,0.109,2.807,10576.285,5087.244,132.031,89,155,114,9,32,57885,673,10,1,257.163,164.309,4.905,0.000,0.000,181.424,79.330,5.956,0,4,0,1,3,2745,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.615,0.264,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,1593,1593,3,0
1711,57.0,1422,179,31,287,1134,1,0,230,396.51,1.075,1.268,0.093,0.047,0.168,-0.875,1.654,0.3748,2.8395,0.773,0.000,0.048,0.083,0.107,48,105,11,0,42,0,45842.27,2306.292,11832.009,13.710,846.083,7.416,10984.226,5029.411,414.172,2261.084,1808.867,345.796,255.052,171.162,0.000134,0.009934,233,0,4,7,11,4,9246,69,7,13.693,30,0,0,0,0,0,0,0,0,0,0,0,0,0,34917,533,159,14193.287,11733.164,820.666,0.017,13.693,9930.734,4778.947,120.764,48,144,103,4,37,49849,579,6,5,185.880,90.306,23.231,0.000,0.000,159.496,64.322,4.904,0,3,1,0,2,1249,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.656,0.264,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,1593,1593,3,0
1741,58.0,1324,207,31,283,1040,1,0,185,437.83,1.068,1.257,0.095,0.045,0.176,-0.877,1.663,0.3758,2.8496,0.776,0.000,0.038,0.083,0.106,55,112,29,0,37,0,42106.63,2217.995,10926.123,15.954,773.559,6.685,10143.316,4600.230,321.603,3443.080,2754.464,841.989,102.330,197.630,0.000122,0.009383,257,0,18,11,29,18,8398,111,11,15.693,30,1,1,0,0,0,1,0,0,0,0,0,0,0,32014,489,143,13040.981,10857.796,752.823,0.260,15.693,9131.909,4380.384,106.209,71,161,109,17,35,62124,485,3,3,98.490,45.501,14.927,0.000,0.000,132.701,49.619,4.267,0,4,1,1,2,3513,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.697,0.264,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,1593,1593,3,0
1771,59.0,1242,238,31,279,962,1,0,159,424.13,1.055,1.247,0.095,0.046,0.183,-0.880,1.679,0.3668,2.8687,0.795,0.004,0.039,0.083,0.104,49,113,18,0,21,0,39511.38,2219.385,10442.327,8.198,831.342,8.301,9424.773,4275.278,266.459,2983.291,2386.633,452.389,105.436,144.168,0.000098,0.008306,271,0,12,6,18,12,8190,117,6,7.692,30,2,2,0,0,0,2,0,0,0,0,0,0,0,29604,469,151,12535.079,10309.787,818.721,0.154,7.692,8455.109,4064.977,109.096,63,138,108,11,19,52412,385,8,3,219.702,130.415,12.413,0.352,0.000,104.086,39.055,3.250,1,4,3,1,0,1865,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.675,0.336,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,1593,1593,3,0
1801,60.0,1173,225,28,277,895,1,0,131,407.86,1.046,1.236,0.097,0.046,0.192,-0.883,1.682,0.3710,2.9140,0.793,0.004,0.044,0.083,0.102,67,99,18,0,19,0,37954.55,2203.138,10637.464,10.946,785.974,7.880,8785.316,4008.268,231.522,2872.474,2297.980,460.028,192.251,156.500,0.000112,0.007578,194,0,12,6,18,12,7501,68,6,10.727,30,0,0,0,0,0,0,0,0,0,0,0,0,0,27462,475,125,12727.761,10565.263,778.033,0.219,10.727,7842.848,3807.261,110.092,61,124,94,12,18,45563,337,4,1,106.633,67.509,4.604,0.000,0.000,91.611,31.358,2.714,0,4,4,0,0,1103,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.709,0.344,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801,1173,1173,45,0
1831,61.0,1131,232,28,283,847,1,0,104,403.55,1.034,1.222,0.100,0.048,0.202,-0.886,1.685,0.3630,2.9030,0.785,0.004,0.046,0.082,0.099,57,90,8,0,18,0,36930.34,2230.621,10241.524,5.503,799.707,7.009,8322.383,3779.242,171.484,3095.404,2476.323,304.321,141.801,163.541,0.000079,0.007616,196,0,4,4,8,4,6956,67,4,5.349,30,5,5,0,0,0,5,0,0,0,0,0,0,0,25793,457,126,12302.238,10201.390,786.101,0.155,5.349,7403.401,3608.481,88.763,63,110,88,4,18,42847,231,2,3,72.601,32.840,13.254,0.000,0.000,61.824,21.000,2.570,0,1,1,0,0,363,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.749,0.344,0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801,1173,1173,45,0
1861,62.0,1098,286,28,290,807,1,0,93,439.10,1.024,1.207,0.100,0.048,0.212,-0.887,1.685,0.3708,2.8904,0.771,0.010,0.048,0.081,0.097,66,84,14,0,12,0,36147.54,2295.321,10225.539,13.570,771.154,9.171,7946.302,3556.451,150.577,3228.715,2582.972,566.504,308.450,143.203,0.000100,0.008021,157,0,9,5,14,9,6955,24,5,13.407,30,2,2,0,0,0,2,0,0,0,0,0,0,0,24373,456,133,12250.635,10167.634,771.136,0.162,13.407,7016.044,3384.931,89.842,65,104,83,9,12,45904,193,3,0,75.000,44.182,0.000,0.000,0.000,51.510,19.004,2.463,0,1,1,0,0,731,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.790,0.344,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801,1173,1173,45,0
1891,63.0,1082,305,28,299,782,1,0,83,413.21,1.015,1.199,0.102,0.046,0.221,-0.888,1.682,0.3750,2.9321,0.777,0.010,0.046,0.081,0.092,58,84,10,0,8,0,35810.74,2374.021,10276.494,11.647,705.968,6.921,7768.765,3472.033,135.241,3621.516,2897.213,362.205,419.060,117.358,0.000121,0.007928,123,0,6,4,10,6,6844,2,4,11.588,30,0,0,0,0,0,0,0,0,0,0,0,0,0,23609,459,121,12146.813,10180.226,705.963,0.059,11.588,6820.190,3309.983,79.439,73,98,84,6,8,35851,180,5,0,125.000,83.073,0.000,0.000,0.000,47.627,19.182,2.210,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.830,0.344,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801,1173,1173,45,0
1921,64.0,1088,316,28,308,779,1,0,81,377.36,1.010,1.198,0.101,0.045,0.226,-0.888,1.686,0.3830,2.9524,0.740,0.006,0.050,0.082,0.090,77,78,7,0,9,0,37576.52,2470.456,12128.272,12.880,792.681,6.656,7690.691,3408.387,120.290,4199.094,3359.275,204.258,465.384,117.002,0.000076,0.007676,116,0,3,4,7,3,6948,0,4,12.859,30,2,2,0,0,0,2,0,0,0,0,0,0,0,23141,544,115,14398.652,12071.076,782.253,0.021,12.859,6720.776,3263.329,62.665,85,87,77,3,7,30153,148,3,1,90.056,50.194,10.428,0.000,0.000,39.450,18.239,1.012,1,2,1,0,1,605,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.871,0.344,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1801,1173,1173,45,0
1951,65.0,1106,332,28,314,791,1,0,74,384.07,1.010,1.202,0.102,0.048,0.227,-0.889,1.686,0.3824,2.9726,0.762,0.010,0.054,0.083,0.088,84,59,5,0,6,0,39838.26,2547.700,12537.843,11.548,690.122,8.961,7745.605,3458.683,118.687,3734.675,2987.740,276.555,397.336,91.547,0.000164,0.006198,113,0,1,4,5,1,7086,5,4,11.537,30,1,1,0,0,0,1,0,0,0,0,0,0,0,23236,564,108,14766.065,12478.814,690.068,0.011,11.537,6748.627,3306.704,66.588,78,65,58,1,6,24866,150,3,0,75.000,48.404,0.000,0.000,0.000,41.073,20.567,0.000,0,1,1,0,0,686,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.911,0.344,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1106,1105,28,0
1981,66.0,1162,321,28,322,839,1,0,59,386.50,1.017,1.211,0.100,0.051,0.223,-0.889,1.690,0.3827,2.9937,0.760,0.012,0.050,0.084,0.091,69,63,4,0,8,0,41903.04,2759.557,13019.946,1.167,758.855,10.149,8127.126,3713.119,99.976,5705.504,4564.403,148.431,364.635,121.504,0.000159,0.006077,115,0,3,1,4,3,7547,2,1,1.155,30,0,0,0,0,0,0,0,0,0,0,0,0,0,24376,577,111,15271.295,12880.467,746.393,0.012,1.155,7101.041,3537.094,84.126,120,73,62,3,8,26746,168,8,2,217.900,130.301,12.426,0.000,0.000,44.266,25.819,0.000,2,1,1,0,0,65,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.928,0.344,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1106,1105,28,0
2011,67.0,1218,362,28,343,874,1,0,51,374.20,1.013,1.209,0.096,0.052,0.227,-0.887,1.688,0.3880,3.0090,0.738,0.009,0.053,0.084,0.090,64,66,11,0,5,0,44828.58,2954.701,14391.405,10.946,1114.967,8.952,8469.538,3900.970,84.303,5739.902,4591.922,335.649,293.843,199.220,0.000108,0.005808,195,0,7,4,11,7,7958,32,4,10.900,30,0,0,0,0,0,0,0,0,0,0,0,0,0,25437,651,163,17323.999,14334.594,1106.218,0.047,10.900,7408.057,3695.511,114.406,113,78,66,7,5,24829,150,3,0,75.000,49.586,0.000,0.000,0.000,38.709,20.653,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.980,0.344,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1106,1105,28,0
2041,68.0,1317,370,28,355,961,1,0,55,341.86,1.023,1.222,0.098,0.051,0.219,-0.888,1.690,0.3857,3.0133,0.720,0.014,0.057,0.084,0.091,81,48,12,0,3,0,49039.08,3264.288,16806.067,20.248,1201.147,6.292,9055.966,4199.258,82.252,6943.750,5555.000,360.885,620.033,172.958,0.000131,0.004805,164,0,5,7,12,5,8422,0,7,20.174,30,4,4,0,0,0,4,0,0,0,0,0,0,0,27330,761,162,20122.978,16717.279,1193.140,0.074,20.174,7942.933,3977.237,128.775,143,56,48,5,3,17285,150,3,2,87.060,51.945,8.007,0.000,0.000,38.903,18.400,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,4.051,0.333,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1106,1105,28,0
2071,69.0,1420,382,28,373,1046,1,0,57,331.08,1.029,1.231,0.097,0.050,0.214,-0.889,1.701,0.3827,2.9888,0.711,0.016,0.055,0.084,0.092,77,44,22,0,4,0,53187.41,3484.606,18073.119,21.737,1388.487,8.963,9759.129,4559.165,88.476,7251.767,5801.413,783.805,565.245,224.958,0.000157,0.004616,208,0,12,10,22,12,9230,30,10,21.675,30,2,2,0,0,0,2,0,0,0,0,0,0,0,29676,814,178,21615.960,18020.916,1330.404,0.062,21.675,8604.190,4308.254,154.372,145,60,44,12,4,18077,150,3,0,75.000,50.233,0.000,0.000,0.000,38.935,18.563,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,4.058,0.264,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1106,1105,28,0
2101,70.0,1562,393,28,389,1172,1,0,55,339.26,1.040,1.248,0.097,0.049,0.206,-0.891,1.702,0.3837,3.0083,0.723,0.013,0.047,0.084,0.094,88,52,17,0,6,0,58211.82,3832.794,20386.790,15.214,1401.302,9.121,10746.111,5032.221,88.599,9229.834,7383.868,631.849,641.485,224.161,0.000108,0.004372,211,0,11,6,17,11,9955,6,6,15.132,30,5,5,0,0,0,5,0,0,0,0,0,0,0,32859,914,205,24203.082,20267.903,1397.726,0.082,15.132,9529.886,4774.840,157.215,192,67,52,11,4,18080,150,6,0,150.000,95.515,0.000,0.000,0.000,39.211,18.570,0.402,1,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,4.087,0.264,0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,1562,1560,4,0
2131,71.0,1691,413,28,409,1281,1,0,60,310.48,1.044,1.258,0.095,0.050,0.201,-0.894,1.706,0.3842,3.0531,0.672,0.010,0.046,0.083,0.095,95,64,25,0,3,0,62633.40,4156.270,21637.909,17.559,1826.775,9.288,11879.163,5657.463,96.011,9394.116,7515.293,864.394,660.002,354.297,0.000149,0.003721,293,0,19,6,25,19,10463,25,6,17.444,30,6,6,0,0,0,6,0,0,0,0,0,0,0,36730,966,266,26068.717,21572.900,1823.726,0.114,17.444,10630.923,5370.431,184.085,195,86,64,19,3,23002,150,2,2,54.504,34.708,2.859,0.000,0.000,39.446,16.813,0.268,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,4.127,0.185,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,1562,1560,4,0
2161,72.0,1874,360,28,431,1442,1,0,65,292.71,1.055,1.277,0.092,0.053,0.193,-0.893,1.704,0.3821,3.0681,0.674,0.012,0.043,0.084,0.099,109,56,28,0,4,0,69121.37,4528.873,25705.837,24.885,1978.415,10.854,13129.183,6334.740,101.612,11643.922,9315.138,754.647,800.921,321.746,0.000193,0.004828,295,0,17,11,28,17,11514,14,11,24.786,30,3,3,0,0,0,3,0,0,0,0,0,0,0,40865,1155,281,30827.752,25636.334,1974.529,0.099,24.786,11811.966,6016.338,208.619,238,77,56,17,4,20547,150,3,0,75.000,52.062,0.000,0.000,0.000,39.687,18.483,0.112,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,4.168,0.140,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,1562,1560,4,0
2191,73.0,2015,356,28,452,1562,1,0,61,262.92,1.062,1.281,0.092,0.054,0.190,-0.895,1.702,0.3822,3.0667,0.686,0.007,0.040,0.084,0.102,99,81,46,0,6,0,73995.86,4960.677,26620.622,33.073,2253.027,11.310,14399.173,7011.186,100.423,11684.014,9347.211,1579.918,835.717,476.654,0.000171,0.004702,361,0,33,13,46,33,12373,34,13,32.902,30,3,3,0,0,0,3,0,0,0,0,0,0,0,45098,1198,326,32109.421,26557.734,2244.764,0.172,32.902,13031.324,6661.032,238.208,239,118,79,33,6,25015,149,3,1,81.559,52.062,3.914,0.000,0.000,39.735,17.265,0.647,1,2,2,0,0,1579,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,4.208,0.145,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,1562,1560,4,0
