tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
13891,463.0,5997,14,55,3313,2684,0,0,4131,638.74,0.972,1.007,0.504,0.063,0.594,-0.965,3.297,0.2041,2.5216,0.317,0.017,0.056,0.121,-0.120,159,36,20,3,312,0,188275.39,54993.337,39160.418,24.275,35191.440,53.831,54222.429,39991.035,7077.155,17120.984,13696.787,2073.284,2650.676,1629.069,0.000317,0.005119,8404,0,0,20,13,0,46427,557,12,23.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80605,1620,7847,76738.665,39045.021,35064.355,0.000,23.011,39073.696,38294.850,44.030,269,269,31,0,238,110157,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13801,6000,5837,179,1,88177,38939,7175,11126,4798,986,45,0,0,0,0,0,2438,246,158,19871,8702,2113,57701,25276,5373,595,250,50,1161.355,65.794,15772.262,1374.028,35,334,0,622,156,859,1645,625,159,1441,276,520,437,310,329,1146,261,212,474,461,130,0,0,0,0,0,0,0,0,0,0,0,0,688,496,196,145,71,0,0,0,604,228,232,129,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5416,0.4739,33,2,0,0.4888,0.4324,44,0,0
13921,464.0,6000,19,55,3346,2654,0,0,4087,559.72,0.966,1.000,0.505,0.062,0.599,-0.966,3.306,0.2023,2.4783,0.309,0.003,0.012,0.121,-0.121,137,60,6,2,368,0,168741.78,52404.082,37305.914,4.389,31850.625,53.570,54039.294,39643.504,7022.394,20378.940,16303.153,2016.015,1067.239,1383.759,0.000248,0.003781,8242,0,0,6,2,0,46557,496,1,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80073,1543,7746,71442.161,37224.629,31761.717,0.000,2.564,38818.032,37937.635,45.161,314,341,53,0,288,142920,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13801,6000,5837,179,1,88670,38132,7026,11181,4896,934,30,0,0,0,0,0,2322,202,187,19537,8673,1814,57655,25763,5398,559,309,59,1140.822,66.021,15959.919,1325.242,31,324,0,600,151,823,1569,606,142,1433,249,545,459,325,335,1142,276,213,477,415,131,0,0,0,0,0,0,0,0,0,0,0,0,716,510,201,164,73,0,0,0,561,238,215,147,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5334,0.4452,34,2,0,0.4754,0.4550,44,0,0
13951,465.0,5800,15,57,3326,2474,0,0,4047,658.38,0.945,0.975,0.511,0.062,0.611,-0.966,3.310,0.2027,2.4813,0.312,0.001,0.000,0.121,-0.120,143,62,10,1,436,0,150405.80,50645.180,35038.827,8.059,30223.002,55.150,52792.658,37930.353,6987.002,14313.749,11450.999,2107.871,38.848,1308.558,0.000275,0.004018,8121,0,0,10,7,0,46475,431,7,6.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77556,1451,7690,67291.387,34965.850,30071.971,0.000,6.634,37529.548,36262.333,37.050,223,401,56,0,345,167069,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13951,5800,5710,112,3,89361,37579,6791,10931,4669,1081,49,0,0,0,0,0,2392,232,224,18719,7726,1891,55954,25171,5401,491,180,82,1136.173,64.629,15125.650,1344.501,25,313,1,574,131,769,1478,575,141,1382,267,548,475,317,337,1053,253,203,439,399,127,0,0,0,0,0,0,0,0,0,0,0,0,720,513,201,167,76,0,0,0,542,203,216,142,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5161,0.4537,32,0,0,0.4700,0.4158,43,0,0
13981,466.0,5517,20,57,3296,2221,0,0,3822,579.36,0.913,0.937,0.519,0.060,0.631,-0.966,3.314,0.2009,2.4582,0.308,0.002,0.000,0.122,-0.117,142,70,9,5,465,0,135240.66,48795.795,32354.342,3.863,27614.120,60.369,49420.175,34390.760,6770.845,12302.593,9842.075,2010.490,5.017,1261.343,0.000260,0.003385,7673,0,0,9,3,0,46283,413,2,2.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70844,1343,7260,62029.209,32329.543,27521.638,0.000,2.127,34336.759,32766.182,38.219,188,441,66,0,375,182140,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13951,5800,5710,112,3,88523,36413,6847,10812,4536,1086,44,0,0,0,0,0,2316,183,203,16749,6871,1846,51366,22676,4843,413,309,19,1096.885,65.685,13296.445,1206.348,31,294,1,544,121,696,1356,542,125,1355,253,540,494,319,335,955,206,212,376,344,128,0,0,0,0,0,0,0,0,0,0,0,0,729,521,206,163,69,0,0,0,464,202,214,126,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5198,0.4493,33,0,0,0.4423,0.4359,42,0,0
14011,467.0,5224,21,57,3259,1965,0,0,3633,579.98,0.878,0.896,0.529,0.060,0.652,-0.966,3.318,0.2023,2.4254,0.309,0.001,0.001,0.123,-0.116,171,71,12,4,417,0,125206.58,45644.839,30963.498,11.346,23817.181,69.595,45305.072,30665.479,6385.730,9738.161,7790.529,1294.289,7.397,1048.156,0.000171,0.002016,6670,0,0,12,9,0,45882,425,8,9.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62656,1281,6245,56552.483,30924.229,23745.967,0.000,9.485,30409.483,29098.654,42.946,149,405,63,0,342,156249,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13951,5800,5710,112,3,87418,35565,6598,10820,4541,990,30,0,29,0,0,0,2069,282,180,14700,6156,1461,45504,19179,4230,383,233,35,1059.839,61.556,11502.229,1027.168,34,268,3,488,120,694,1301,481,116,1330,260,525,482,328,334,788,207,174,382,332,82,0,0,0,0,0,0,0,0,0,0,0,0,724,500,214,167,64,0,0,0,417,183,194,127,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5044,0.4687,32,0,0,0.4271,0.4095,42,0,0
14041,468.0,4950,25,57,3201,1749,0,0,3434,604.57,0.849,0.861,0.537,0.061,0.671,-0.966,3.321,0.2010,2.4415,0.314,0.001,0.001,0.123,-0.114,191,52,7,5,391,0,117310.80,43645.084,27404.152,8.058,20803.263,74.220,41862.775,26819.462,6072.647,8438.214,6750.572,1509.424,43.543,957.581,0.000234,0.002305,5932,0,0,7,4,0,44995,404,3,6.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56016,1133,5528,49785.321,27353.398,20737.273,0.000,6.334,27160.135,25284.333,43.084,129,345,50,0,295,134671,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13951,5800,5710,112,3,86265,35084,6578,10679,4546,1082,30,0,30,0,0,0,1864,224,111,13119,6184,1514,40663,17468,4133,370,253,54,1041.383,62.929,10691.447,979.822,24,220,2,450,97,611,1154,451,109,1306,241,515,491,325,323,809,179,158,287,225,91,0,0,0,0,0,0,0,0,0,0,0,0,712,496,220,158,68,0,0,0,325,178,136,92,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5034,0.4444,30,0,0,0.4506,0.4145,40,0,0
14071,469.0,4706,23,57,3158,1548,0,0,3202,541.42,0.817,0.823,0.545,0.060,0.690,-0.966,3.330,0.2008,2.3931,0.315,0.001,0.001,0.124,-0.113,197,73,7,2,374,0,111416.80,41249.267,24724.378,3.813,18649.583,86.969,38526.848,23757.605,5688.305,9357.119,7485.695,993.409,3.305,1030.563,0.000168,0.002607,5209,0,0,7,4,0,44261,463,3,2.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49626,1023,4746,44756.370,24686.493,18544.822,0.000,2.727,24063.200,22258.916,34.820,134,335,65,0,270,122231,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13951,5800,5710,112,3,84715,34016,6427,10620,4458,1078,30,0,30,0,0,0,1696,184,120,11934,6044,1187,35675,16499,3281,321,194,28,1019.842,59.434,9984.522,786.776,19,206,1,380,90,576,1048,386,84,1258,261,507,481,325,326,710,155,129,269,224,61,0,0,0,0,0,0,0,0,0,0,0,0,714,494,212,154,65,0,0,0,303,124,144,70,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5155,0.4761,27,0,0,0.4571,0.4192,39,0,0
14101,470.0,4553,25,55,3123,1430,0,0,3031,692.98,0.797,0.801,0.549,0.060,0.701,-0.966,3.337,0.2002,2.3753,0.321,0.001,0.001,0.124,-0.112,202,45,6,3,287,0,107470.62,39163.873,22776.917,4.914,16972.822,82.057,35809.808,21036.074,5316.415,8339.646,6671.717,1151.156,28.425,882.081,0.000276,0.004713,4672,0,0,6,2,0,44157,377,2,3.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44434,941,4295,41015.168,22721.947,16901.148,0.000,3.359,21532.518,19579.294,35.972,120,238,42,0,196,100475,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14101,4553,4504,34,0,83658,33120,7077,10488,4368,1211,30,0,30,0,0,0,1754,209,154,10822,4951,1123,31564,14718,3246,294,170,13,999.678,66.300,8731.279,760.742,19,199,0,362,100,504,964,367,105,1256,280,492,456,322,317,626,162,128,235,221,58,0,0,0,0,0,0,0,0,0,0,0,0,693,468,215,152,59,0,0,0,264,121,133,96,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5426,0.4564,30,2,0,0.4595,0.4152,38,1,0
14131,471.0,4438,27,55,3104,1334,0,0,2830,604.25,0.779,0.780,0.554,0.061,0.713,-0.966,3.343,0.2004,2.3395,0.323,0.003,0.001,0.125,-0.111,211,48,6,2,246,0,103922.03,37719.760,21533.673,7.518,17109.550,89.110,34171.726,19924.445,4974.843,8161.183,6528.946,1207.393,8.470,890.424,0.000212,0.004470,4359,0,0,6,6,0,44255,309,6,7.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41317,892,4050,39933.804,21494.479,17035.882,0.000,7.518,20013.905,18458.578,36.289,116,212,42,0,170,75413,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14101,4553,4504,34,0,82868,33047,7232,10554,4515,1145,30,0,30,0,0,0,1743,313,155,9949,4670,902,29407,13183,2772,218,84,20,1010.432,65.508,7967.497,652.142,21,169,1,354,91,471,914,356,77,1250,267,496,454,326,311,561,119,133,243,209,69,0,0,0,0,0,0,0,0,0,0,0,0,683,472,214,153,65,0,0,0,271,127,122,102,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5500,0.4469,30,2,0,0.4693,0.3980,38,1,0
14161,472.0,4282,22,55,3043,1239,0,0,2644,631.03,0.763,0.763,0.558,0.059,0.722,-0.965,3.355,0.1972,2.3536,0.322,0.002,0.000,0.126,-0.111,221,54,8,3,271,0,99360.12,35690.417,18876.942,6.819,15710.617,91.778,32612.067,18356.351,4613.483,7803.045,6242.436,1217.535,0.587,775.449,0.000126,0.004218,3937,0,0,8,3,0,43738,250,2,4.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38423,781,3687,35714.956,18846.477,15652.962,0.000,4.011,18617.218,16921.825,26.927,110,205,45,0,160,62839,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14101,4553,4504,34,0,81963,32707,6556,10325,4505,1116,30,23,7,0,0,0,1598,251,151,9470,3967,802,27153,12030,2567,202,98,27,996.706,59.451,7023.655,580.572,21,141,0,299,92,401,797,308,74,1224,263,487,451,310,308,538,116,105,197,212,71,0,0,0,0,0,0,0,0,0,0,0,0,669,467,201,155,64,0,0,0,263,114,107,66,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5774,0.4727,29,4,0,0.4942,0.4255,38,1,0
14191,473.0,4129,17,55,2992,1137,0,0,2513,631.76,0.745,0.741,0.564,0.059,0.734,-0.965,3.356,0.1971,2.2876,0.325,0.003,0.002,0.127,-0.110,218,53,15,4,229,0,95763.01,33285.755,18485.607,17.347,13891.373,94.191,31048.494,16961.403,4329.859,6271.547,5017.238,1135.476,0.000,656.285,0.000125,0.003082,3668,0,0,15,10,0,43384,214,10,15.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35764,765,3454,33402.163,18452.508,13844.846,0.000,15.944,17328.877,15569.197,21.172,83,185,42,0,143,64009,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14101,4553,4504,34,0,80336,32243,6448,10032,4384,1116,30,30,0,0,0,0,1397,208,133,8953,4120,713,25234,11661,2702,180,61,36,973.244,59.830,6948.562,573.247,24,141,0,290,84,401,780,290,89,1220,245,478,425,319,305,513,100,102,176,181,65,0,0,0,0,0,0,0,0,0,0,0,0,657,451,196,163,60,0,0,0,244,101,79,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5977,0.4592,27,2,0,0.4939,0.4183,39,0,0
14221,474.0,4014,29,55,2963,1051,0,0,2372,729.23,0.727,0.720,0.568,0.059,0.745,-0.966,3.362,0.1986,2.2434,0.324,0.001,0.000,0.127,-0.110,232,50,3,4,216,0,90768.31,31661.006,15788.604,1.270,12781.811,100.165,29346.195,15629.171,4093.294,6764.293,5411.434,1280.305,21.609,722.141,0.000155,0.001845,3316,0,0,3,1,0,42652,304,0,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32630,653,3012,29444.877,15759.756,12694.132,0.000,0.000,15794.015,14253.340,16.014,93,179,40,0,139,60529,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14101,4553,4504,34,0,79500,32080,6549,9837,4266,1228,30,30,0,0,0,0,1368,253,93,8310,3548,784,22772,10371,2274,180,63,21,965.468,62.410,6094.253,500.915,18,115,0,266,68,349,671,261,67,1200,271,463,416,314,299,450,95,91,166,191,58,0,0,0,0,0,0,0,0,0,0,0,0,643,437,192,164,56,0,0,0,238,96,83,57,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6061,0.4725,27,3,0,0.4825,0.4184,37,0,0
14251,475.0,3854,31,56,2898,956,0,0,2243,823.39,0.709,0.700,0.572,0.058,0.756,-0.966,3.366,0.1977,2.2606,0.328,0.001,0.000,0.127,-0.110,235,69,4,7,229,0,87006.53,30152.182,14660.360,3.364,11225.733,97.459,27788.678,14056.107,3876.953,6205.622,4964.498,1049.498,0.000,565.327,0.000197,0.000170,2845,0,0,4,2,0,41943,164,2,2.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29855,608,2681,26703.836,14638.146,11176.604,0.000,2.519,14455.453,12699.466,16.064,80,174,51,0,123,62530,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14251,3854,3809,65,2,78411,31562,6655,9646,4207,1255,48,30,0,0,0,0,1354,255,158,7668,3299,673,20653,9630,1904,180,63,19,952.609,62.762,5650.387,451.052,20,111,2,240,61,322,621,237,66,1180,252,448,413,311,294,451,89,86,138,149,43,0,0,0,0,0,0,0,0,0,0,0,0,633,409,203,165,56,0,0,0,185,80,79,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5496,0.4515,29,3,0,0.4856,0.4258,37,0,0
