tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
2041,68.0,3762,197,20,2919,843,0,0,1466,298.11,0.532,0.734,0.162,0.025,0.591,-0.971,1.499,0.5100,2.9061,0.629,0.015,0.006,0.128,-0.006,211,70,32,0,59,0,103830.94,22629.331,12995.001,57.928,5089.997,55.065,12976.530,11172.038,2123.652,10342.785,8274.228,1426.950,31.313,490.846,0.000191,0.019145,1078,0,5,27,31,5,31756,528,21,49.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24030,500,550,16711.580,12218.771,4055.173,0.027,49.795,4589.344,7812.536,79.147,177,100,62,5,33,13161,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,3316,3316,69,0,7438,3597,437,65005,31473,4898,13829,6006,1012,0,0,0,19694,9283,1436,4006,1796,303,330,161,2,0,0,0,2272.380,118.246,5754.042,290.965,89,134,0,196,47,355,601,201,51,1390,207,240,949,37,96,398,49,70,279,24,23,0,0,0,0,0,0,0,0,0,0,0,0,491,347,228,256,0,0,0,0,154,128,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4709,0.4568,12,0,0,0.5072,0.4841,13,0,0
2071,69.0,3970,205,20,3027,943,0,0,1550,303.40,0.534,0.751,0.162,0.026,0.582,-0.973,1.502,0.5087,2.9664,0.622,0.015,0.005,0.128,-0.004,196,67,40,0,69,0,109614.52,23828.161,14569.673,93.185,6377.583,55.684,13660.397,12091.259,2244.019,12412.981,9930.385,1582.216,53.062,593.880,0.000216,0.020438,1397,0,5,35,39,4,32141,761,24,62.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26520,554,636,18627.006,13477.051,4662.741,0.010,62.586,4986.405,8652.556,75.850,208,108,64,5,39,15578,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,3316,3316,69,0,7495,3554,630,67287,32364,5184,14280,6038,1251,0,0,0,22107,10526,1583,4083,1933,299,330,124,26,0,0,0,2302.579,134.665,6487.563,306.275,92,152,0,228,55,400,675,227,43,1446,230,284,916,51,100,433,70,56,345,32,7,0,0,0,0,0,0,0,0,0,0,0,0,495,370,226,260,0,0,0,0,176,136,52,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4503,0.3997,11,0,0,0.5161,0.4886,14,0,0
2101,70.0,4111,245,20,3107,1004,0,0,1659,315.10,0.533,0.759,0.162,0.026,0.577,-0.973,1.508,0.5076,2.9764,0.615,0.018,0.005,0.128,-0.002,194,67,56,0,81,0,114718.88,25888.089,14188.246,104.546,7242.707,51.467,14378.376,13347.787,2388.906,11139.633,8911.707,1999.851,32.648,701.036,0.000273,0.018247,1622,0,12,44,56,12,33537,869,29,73.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29142,540,753,19045.659,13071.967,5470.253,0.069,73.176,5416.216,9780.660,65.497,188,127,61,12,54,17791,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,4111,4111,9,0,7522,3795,512,69512,33704,4950,14854,6624,1280,0,0,0,24927,12471,1734,3876,2028,205,339,253,9,0,0,0,2429.003,122.816,7598.288,321.086,83,142,0,235,47,422,664,240,52,1498,233,299,892,76,109,491,50,80,333,21,29,0,0,0,0,0,0,0,0,0,0,0,0,491,389,235,261,0,0,0,0,152,152,54,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4706,0.3547,11,0,0,0.5031,0.5166,15,0,0
2131,71.0,4353,194,20,3253,1100,0,0,1759,303.95,0.532,0.769,0.165,0.026,0.572,-0.973,1.511,0.5043,2.9628,0.604,0.019,0.005,0.128,-0.001,183,90,61,0,102,0,122528.08,27701.992,17362.939,106.496,7067.973,45.521,15029.729,13764.527,2515.744,15906.465,12725.172,2215.013,66.235,589.683,0.000228,0.018415,1550,0,15,46,57,14,34413,806,29,71.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31297,668,744,22348.233,16209.617,5597.209,0.084,71.832,5756.525,10068.497,67.482,268,172,90,15,67,24811,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,4111,4111,9,0,7648,3966,576,71794,34903,5068,15696,6980,1442,0,0,0,27342,12731,1917,3645,1845,175,310,168,28,0,0,0,2508.679,135.411,7599.158,331.718,99,123,0,274,49,448,822,286,56,1563,219,319,967,73,112,552,74,48,351,33,42,0,0,0,0,0,0,0,0,0,0,0,0,501,420,265,285,0,0,0,0,171,172,74,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5059,0.3915,11,0,0,0.5034,0.5301,14,0,0
2161,72.0,4576,208,20,3372,1204,0,0,1887,286.42,0.534,0.785,0.167,0.026,0.565,-0.974,1.514,0.5161,3.1164,0.587,0.019,0.003,0.128,0.000,184,67,81,0,101,0,131967.56,29813.248,19710.443,130.255,8702.028,52.907,15931.788,14888.927,2684.997,15361.651,12289.321,2759.267,27.226,849.933,0.000204,0.018803,1872,0,27,54,76,25,36285,1043,43,106.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34118,766,829,25677.947,18659.210,6375.622,0.078,106.741,6247.393,11019.205,92.251,274,170,66,27,77,23134,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,4111,4111,9,0,7815,4090,611,74782,35694,5408,16689,7380,1290,0,0,0,30255,14158,2316,3613,1665,266,250,159,10,0,0,0,2580.961,137.644,8248.866,407.855,103,188,0,314,67,533,900,299,63,1591,259,325,1032,59,106,571,105,63,391,38,36,0,0,0,0,0,0,0,0,0,0,0,0,522,451,285,264,0,0,0,0,174,182,74,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5196,0.3965,12,0,0,0.5102,0.4898,13,0,0
2191,73.0,4877,205,20,3534,1343,0,0,2064,338.03,0.538,0.798,0.167,0.028,0.558,-0.974,1.513,0.5125,3.0056,0.563,0.017,0.001,0.128,0.002,180,79,113,0,99,0,140336.23,31604.422,21722.204,217.297,9490.092,51.314,17070.074,16403.124,2946.445,19258.682,15406.946,4006.341,25.900,871.626,0.000184,0.019534,1938,0,33,80,105,30,38238,983,59,164.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38245,845,955,28671.564,20487.659,7495.432,0.095,164.859,6982.339,12377.020,111.325,323,184,79,33,72,27198,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,4111,4111,9,0,8006,3943,762,77812,36480,6017,17633,7832,1067,0,0,0,34302,16563,2675,3683,1610,341,260,189,7,0,0,0,2648.960,144.127,9322.876,496.322,123,224,0,329,88,561,981,343,70,1638,245,350,1110,69,122,643,98,98,434,53,17,0,0,0,0,0,0,0,0,0,0,0,0,597,472,310,272,0,0,0,0,241,159,92,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4734,0.3786,11,0,0,0.5098,0.4553,13,0,0
2221,74.0,5212,186,20,3679,1533,0,0,2377,332.33,0.545,0.818,0.167,0.029,0.544,-0.975,1.519,0.5149,3.0240,0.559,0.017,0.002,0.128,0.008,211,81,102,0,108,0,149486.47,34167.456,23374.041,177.769,12230.992,45.362,18441.574,18103.237,3325.210,20480.462,16384.370,3492.474,47.543,1062.896,0.000222,0.020799,2414,0,22,80,96,21,40410,1188,60,131.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42984,911,1226,32327.379,22136.898,9420.002,0.066,131.066,7882.818,13859.835,134.498,369,179,80,22,77,26237,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,4111,4111,9,0,8151,4125,566,81892,38082,5959,18492,7939,1347,0,0,0,38899,18087,3074,3757,1912,357,328,258,31,0,0,0,2778.354,141.465,10576.556,570.199,95,242,0,351,92,600,1062,356,100,1687,279,340,1166,73,134,702,133,85,534,59,20,0,0,0,0,0,0,0,0,0,0,0,0,624,512,311,266,0,0,0,0,252,210,96,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5074,0.4038,11,1,0,0.5231,0.4817,13,0,0
2251,75.0,5554,155,19,3857,1697,0,0,2673,249.12,0.547,0.830,0.167,0.030,0.537,-0.975,1.520,0.5122,3.0582,0.540,0.019,0.005,0.128,0.012,176,93,107,0,139,0,158784.27,36561.550,25368.933,153.020,12678.744,49.793,19795.886,19994.851,3843.510,22343.119,17874.495,3639.672,99.392,943.771,0.000291,0.021960,2341,0,43,64,98,37,42306,944,47,112.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48257,993,1397,35929.515,24126.269,10883.277,0.088,112.629,8839.348,15628.341,129.831,407,243,91,43,109,34636,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,5554,5553,398,0,8141,4019,622,84847,38807,5918,19826,8363,1676,0,0,0,44213,20084,3401,3745,1928,339,299,129,25,0,0,0,2805.925,156.810,11875.605,600.096,128,274,0,409,98,594,1132,415,94,1735,263,360,1270,67,162,783,112,83,625,47,47,0,0,0,0,0,0,0,0,0,0,0,0,691,553,332,283,0,0,0,0,304,252,101,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4627,0.3937,13,0,0,0.4753,0.4722,15,0,0
2281,76.0,5879,156,19,4055,1824,0,0,3119,258.04,0.551,0.832,0.166,0.031,0.534,-0.975,1.525,0.5135,3.0114,0.525,0.017,0.004,0.128,0.013,177,90,105,0,159,0,167199.47,39079.141,25658.186,164.034,13937.007,42.231,21210.734,21675.282,4522.271,22342.144,17873.716,3410.602,55.009,1143.837,0.000162,0.021461,2700,0,43,62,91,33,44379,1210,46,119.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52959,1004,1490,36593.718,24230.098,11454.047,0.036,119.115,9680.667,17117.385,132.878,388,262,90,43,129,34202,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2251,5554,5553,398,0,8212,4081,516,89314,40163,6304,21306,8755,1910,0,0,0,48792,22678,3748,3867,1789,300,300,93,29,0,0,0,2898.340,163.821,12963.159,665.594,113,286,0,394,96,678,1167,401,96,1828,283,361,1325,79,179,856,142,112,609,61,44,0,0,0,0,0,0,0,0,0,0,0,0,718,608,340,278,0,0,0,0,332,249,94,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4705,0.3917,13,0,0,0.4837,0.4565,15,0,0
2311,77.0,5998,174,19,4167,1831,0,0,3506,258.20,0.551,0.823,0.166,0.030,0.538,-0.975,1.528,0.5133,3.0733,0.519,0.029,0.046,0.129,0.011,181,96,123,0,192,0,176525.94,41963.091,26870.338,204.664,15827.869,47.138,22173.046,22693.484,5278.915,17358.772,13887.018,5055.182,50.185,989.057,0.000315,0.022310,2815,0,51,72,112,45,45363,1072,51,148.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55299,1057,1743,39944.473,25629.119,13310.746,0.036,148.242,10181.066,17917.328,136.980,293,286,96,51,139,35855,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,5554,5553,398,0,8241,4243,557,93159,42136,6438,22359,9661,1726,0,0,0,50830,23461,3687,4126,1534,197,343,178,39,0,0,0,3082.730,165.932,13385.845,642.710,109,299,0,411,93,717,1203,414,94,1918,285,371,1335,80,178,818,140,121,645,73,34,0,0,0,0,0,0,0,0,0,0,0,0,723,627,327,287,0,0,0,0,349,251,125,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4644,0.3881,13,0,0,0.4616,0.4566,15,0,0
2341,78.0,5997,200,19,4235,1762,0,0,3891,187.34,0.549,0.810,0.168,0.030,0.546,-0.975,1.528,0.5153,3.0403,0.525,0.059,0.131,0.129,0.009,150,68,107,0,204,0,190761.50,44322.035,29186.148,155.817,16144.501,38.050,22258.457,22665.585,6023.280,12439.128,9951.302,4287.192,426.636,1279.465,0.000182,0.021908,2952,0,50,57,90,40,45654,1243,30,83.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54079,1155,1709,42673.588,27962.017,13650.218,0.046,83.655,10050.338,17776.374,117.315,220,289,67,50,172,40691,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,5554,5553,398,0,8379,4176,518,94698,43114,7025,22794,10913,1850,0,0,0,49499,22791,3664,4190,1786,324,390,100,15,0,0,0,3218.670,174.649,13193.156,649.698,114,312,0,444,103,783,1304,454,99,1974,337,367,1308,78,171,829,126,127,580,46,54,0,0,0,0,0,0,0,0,0,0,0,0,700,613,316,295,0,0,0,0,293,268,97,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4741,0.3947,13,0,0,0.4912,0.4794,15,0,0
2371,79.0,6000,233,19,4271,1729,0,0,4121,344.20,0.547,0.806,0.168,0.029,0.550,-0.974,1.532,0.5150,2.9835,0.521,0.085,0.222,0.129,0.008,135,54,89,0,219,0,206168.45,46431.388,30413.867,145.013,17030.458,38.125,22208.443,22344.370,6642.779,12082.028,9665.623,5115.709,1530.958,1324.644,0.000243,0.020635,3040,0,32,57,77,25,46140,1290,30,80.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52256,1189,1750,44415.657,28649.139,14548.277,0.031,80.989,9811.774,17411.016,117.253,207,240,54,32,154,37352,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,5554,5553,398,0,8296,4067,510,96304,45094,7726,23096,11104,2142,0,0,0,47674,22665,3316,4118,1892,422,464,230,27,0,0,0,3273.522,188.947,13240.388,597.640,122,296,0,480,121,815,1383,476,110,2029,356,346,1302,65,173,805,139,144,533,69,39,0,0,0,0,0,0,0,0,0,0,0,0,680,615,291,300,0,0,0,0,288,256,104,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4604,0.4073,13,0,0,0.4795,0.4482,15,0,0
2401,80.0,6000,204,19,4315,1685,0,0,4290,266.64,0.546,0.797,0.169,0.030,0.556,-0.974,1.534,0.5148,2.9433,0.522,0.122,0.290,0.129,0.007,169,33,83,0,210,0,223229.66,49076.788,31824.652,118.906,17203.938,44.248,22224.382,22779.849,7074.780,10759.343,8607.475,5275.663,3058.641,1393.962,0.000311,0.022670,2970,0,37,46,73,32,47317,1322,24,60.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51230,1240,1648,45610.394,30116.780,14341.948,0.053,60.844,9697.539,17805.401,101.313,178,222,33,37,152,34137,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,6000,6000,22,0,8311,4075,469,97148,46202,7899,23275,11229,2171,0,0,0,46862,23655,3492,3877,1936,439,491,309,36,0,0,0,3322.838,186.271,14032.439,626.954,138,315,0,530,102,796,1457,540,111,2081,344,348,1300,64,178,860,106,89,519,50,61,0,0,0,0,0,0,0,0,0,0,0,0,695,617,297,281,0,0,0,0,248,259,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4823,0.4115,13,0,0,0.4745,0.4939,15,0,0
