tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,species_pass_tick,species_pass_organisms,species_pass_near_other,species_pass_drifting,species_pass_isolated,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
11971,399.0,6000,33,36,2983,3014,0,3,4180,432.67,1.076,0.884,0.331,0.061,0.531,-0.963,2.181,0.3451,2.2256,0.484,0.013,0.031,0.131,-0.128,92,37,108,0,343,0,196849.41,57343.258,50828.315,107.174,36456.546,65.878,56421.838,40582.440,7156.747,23598.173,18878.539,5022.261,2456.765,2462.121,0.000534,0.012719,9358,0,36,72,101,36,59801,357,65,105.962,0,0,0,0,0,0,0,3,0,0,0,0,0,0,90577,2105,9000,90075.544,50599.264,36251.217,0.019,105.962,44647.442,37534.252,463.387,367,355,36,36,283,103455,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,63,0,1,8.396,0.000,2.389,0.000,0.000,13.656,4.691,0.000,0,3,0,0,3,322,38,0,0,0.000,0.000,0.000,0.000,0.000,7.245,1.926,0.000,0,1,0,0,1,104,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11851,5998,5606,153,9,49592,23394,3434,38647,19200,2593,1008,559,95,30,0,0,30,0,0,47614,20236,3567,41446,17678,3021,1588,700,101,1737.178,81.994,17260.879,1087.653,44,210,3,693,141,1322,2163,700,145,1429,197,211,309,443,394,1269,215,106,394,881,149,0,0,0,1,2,0,0,0,0,0,0,0,572,323,428,34,0,0,0,0,627,607,232,64,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4912,0.4394,16,0,0,0.4843,0.4582,25,0,0
12001,400.0,6000,31,35,2984,3014,0,2,4139,400.52,1.075,0.884,0.332,0.061,0.530,-0.964,2.182,0.3434,2.2326,0.472,0.002,0.009,0.131,-0.128,97,55,111,0,332,0,185824.81,55088.204,49463.961,88.464,34811.713,63.835,56293.711,40261.522,7155.584,23651.593,18921.275,4031.901,902.812,2289.375,0.000278,0.013393,9369,0,45,66,102,45,58614,347,57,86.180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90337,2053,9021,86953.636,49288.839,34590.746,0.007,86.180,44498.377,37184.813,477.521,364,364,47,44,273,100803,25,0,0,0.000,0.000,0.000,0.000,0.000,6.209,4.654,0.389,0,0,0,0,0,0,60,1,1,29.735,9.579,1.814,0.000,0.000,12.211,6.182,0.000,0,0,0,0,0,0,8,0,0,0.000,0.000,0.000,0.000,0.000,1.230,0.160,0.000,0,1,0,1,0,260,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12001,6000,5513,37,1,49934,22834,3373,38590,19085,2261,986,538,89,16,0,7,30,0,0,47455,18898,3467,41382,17345,2915,1563,597,178,1712.535,74.871,16389.640,1069.232,44,206,3,683,144,1267,2096,689,138,1400,200,226,302,447,409,1226,222,123,408,858,177,0,0,0,0,2,0,0,0,0,0,0,0,570,329,455,30,0,0,0,0,621,619,265,61,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5111,0.4271,19,0,0,0.4839,0.4725,25,0,0
12031,401.0,5852,36,35,2964,2886,0,2,4062,423.70,1.062,0.872,0.337,0.061,0.537,-0.964,2.190,0.3418,2.2006,0.475,0.001,0.001,0.132,-0.129,112,51,116,1,417,0,172133.52,53091.835,46105.843,105.853,31789.322,57.941,55397.335,39492.525,7020.796,20700.334,16560.268,4759.214,154.056,2030.839,0.000246,0.013692,8859,0,43,73,105,43,58691,308,62,104.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88505,1907,8549,80320.049,45846.953,31577.640,0.010,104.288,43621.749,36433.446,484.619,318,445,47,43,355,119225,21,0,0,0.000,0.000,0.000,0.000,0.000,5.216,3.955,0.180,0,1,0,0,1,46,60,4,2,104.512,37.758,1.729,0.000,0.000,12.218,6.157,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12001,6000,5513,37,1,50010,22725,3372,38435,18508,2712,937,474,46,0,0,0,60,30,0,46529,18220,3560,40538,17214,3125,1459,665,128,1690.520,79.715,15950.534,1095.955,52,219,2,671,129,1169,1964,678,130,1388,180,227,306,444,419,1200,227,103,333,859,164,0,0,0,0,2,0,0,0,0,0,0,0,566,328,471,31,0,0,0,0,595,606,203,55,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5043,0.4362,16,0,0,0.4638,0.4621,23,0,0
12061,402.0,5691,42,35,2979,2710,0,2,3869,347.45,1.037,0.857,0.341,0.061,0.551,-0.963,2.190,0.3418,2.2118,0.473,0.001,0.003,0.134,-0.131,116,67,80,2,441,0,161788.22,51675.541,44726.979,55.385,31394.111,66.145,53289.226,37346.634,6822.766,20423.876,16339.101,3262.474,148.919,1848.412,0.000307,0.012343,8618,0,35,45,74,35,59015,254,39,53.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84354,1851,8363,78500.644,44510.887,31220.506,0.031,53.933,41527.230,34380.741,430.981,316,491,64,35,392,133812,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,60,1,1,25.854,9.021,0.327,0.000,0.000,12.227,6.197,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12001,6000,5513,37,1,49912,23261,2923,38443,18012,2677,861,449,10,0,0,0,60,30,0,43817,17618,3386,39004,17435,2730,1533,841,119,1696.804,70.598,15607.482,994.691,41,188,0,675,132,1096,1897,675,133,1384,195,219,317,431,433,1129,204,128,301,796,152,0,0,0,0,2,0,0,0,0,0,0,0,570,323,477,30,0,0,0,0,497,578,256,46,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4882,0.4208,15,0,0,0.4824,0.4399,22,0,0
12091,403.0,5465,49,35,2933,2530,0,2,3714,359.02,1.019,0.842,0.346,0.060,0.562,-0.963,2.195,0.3414,2.2134,0.483,0.001,0.003,0.134,-0.132,115,64,96,0,409,0,152229.72,49321.351,42495.307,115.796,29216.329,78.759,50688.210,34934.564,6507.572,16474.322,13179.458,4117.771,130.694,1817.275,0.000255,0.011950,8478,0,29,67,87,29,58291,277,58,113.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79334,1760,8200,74049.751,42342.994,29094.238,0.031,113.423,39043.210,32017.005,400.052,257,437,61,29,347,120681,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,60,0,1,0.600,0.000,0.230,0.000,0.000,12.220,6.227,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12001,6000,5513,37,1,49743,23154,3234,38022,17760,2463,779,433,22,0,0,0,30,0,0,40465,15771,3199,37206,16968,2573,1693,953,158,1689.489,70.031,14230.776,942.328,32,184,1,609,114,1091,1807,605,134,1378,181,225,318,416,415,1088,182,104,261,723,172,0,0,0,0,2,0,0,0,0,0,0,0,568,300,480,26,0,0,0,0,457,509,234,60,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4728,0.4165,14,0,0,0.4923,0.4595,21,0,0
12121,404.0,5219,55,35,2908,2310,0,1,3494,369.07,0.991,0.820,0.351,0.060,0.579,-0.964,2.195,0.3393,2.1970,0.479,0.002,0.003,0.135,-0.135,99,76,90,1,423,0,144203.22,47435.477,39096.409,99.416,27718.585,76.634,47464.252,32165.454,6147.142,16317.629,13054.103,3752.840,147.414,1717.176,0.000284,0.012832,8007,0,40,50,87,40,56840,295,47,98.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72966,1615,7711,68931.243,38883.439,27597.089,0.055,98.812,35913.766,29352.470,356.342,248,468,72,40,356,127611,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,46,1,1,31.326,9.021,2.424,0.000,0.000,8.180,3.997,0.000,0,1,0,0,1,139,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12001,6000,5513,37,1,49234,22773,3232,37743,17444,2541,767,420,16,0,0,0,65,0,7,36150,14139,2342,35195,15982,2601,1602,886,111,1642.493,75.699,13067.727,807.548,52,185,0,543,117,1011,1665,557,124,1334,208,203,319,447,397,982,162,105,260,662,139,0,0,0,0,1,0,0,0,0,0,0,0,566,307,460,33,0,0,0,0,448,458,221,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4670,0.4628,16,0,0,0.4735,0.4406,20,0,0
12151,405.0,5031,54,33,2867,2163,0,1,3302,433.07,0.975,0.805,0.354,0.060,0.589,-0.965,2.200,0.3403,2.1836,0.488,0.001,0.006,0.136,-0.135,117,67,95,0,342,0,137586.44,45485.742,36645.168,79.844,25276.243,73.627,44494.665,29374.358,5791.674,14913.053,11930.443,4142.008,232.440,1809.777,0.000267,0.013000,7265,0,39,56,84,39,56209,299,45,76.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67206,1512,6966,63713.676,36400.896,25156.127,0.059,76.287,33077.142,26642.758,323.497,226,371,61,39,271,101819,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.559,1.157,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12151,5031,4838,238,0,48597,22458,3326,37346,17069,2552,790,370,60,0,0,0,81,0,0,33098,12761,2420,32609,14297,2506,1448,727,60,1604.196,77.031,11682.456,804.097,47,180,1,530,103,933,1567,520,118,1306,193,205,350,428,385,887,136,91,323,600,126,0,1,0,0,0,0,0,0,0,0,0,0,588,302,449,29,0,0,0,0,461,450,192,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5082,0.4707,18,0,0,0.4483,0.4326,27,0,0
12181,406.0,4865,47,33,2841,2023,0,1,3149,382.80,0.958,0.791,0.359,0.058,0.601,-0.965,2.208,0.3404,2.1736,0.483,0.001,0.006,0.136,-0.136,113,56,90,1,304,0,132100.06,43645.378,34968.664,42.758,23663.968,80.410,42346.306,27539.101,5447.312,13647.107,10917.686,4120.823,296.631,1663.579,0.000241,0.012380,6940,0,55,35,84,55,55842,300,28,41.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62815,1448,6640,60413.791,34756.825,23524.650,0.062,41.226,31081.932,24843.022,329.297,209,348,52,55,241,94130,7,0,0,0.000,0.000,0.000,0.000,0.000,2.675,0.285,0.337,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.721,3.023,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,12151,5031,4838,238,0,48160,22233,2882,36534,16805,2409,807,361,56,0,0,0,86,16,0,30785,12057,2011,30657,13319,2283,1324,660,68,1581.894,66.629,11043.886,685.732,40,136,1,491,102,895,1495,510,99,1329,158,204,353,427,370,861,148,57,230,613,114,1,0,0,0,0,0,0,0,0,0,0,0,590,296,436,32,0,0,0,0,422,411,140,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5286,0.4486,17,0,0,0.4926,0.4747,27,0,0
12211,407.0,4658,50,33,2802,1855,0,1,2964,446.64,0.933,0.772,0.365,0.058,0.615,-0.964,2.220,0.3367,2.1432,0.487,0.001,0.005,0.136,-0.135,127,59,117,1,322,0,124639.90,41150.620,31411.794,80.968,21461.245,95.018,39991.136,25695.377,5163.037,13474.964,10779.971,4753.094,162.983,1642.932,0.000335,0.010485,6380,0,69,48,108,69,54914,223,39,79.150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58179,1295,6157,54429.562,31183.907,21371.947,0.014,79.150,28846.778,23009.523,339.042,199,367,55,69,243,96501,30,1,0,25.000,16.783,0.000,0.000,0.000,11.478,1.400,1.519,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.721,4.198,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12151,5031,4838,238,0,47695,22283,3003,36116,16587,2342,746,412,8,0,0,0,60,15,3,27757,11206,2108,28941,12888,2096,1481,838,107,1565.867,71.165,10568.439,667.761,32,127,0,446,79,819,1341,449,92,1310,182,213,344,400,353,845,133,59,248,470,100,1,0,0,0,0,0,0,0,0,0,0,0,563,275,437,35,0,0,0,0,394,322,130,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5203,0.4514,14,0,0,0.4950,0.4577,26,0,0
12241,408.0,4498,52,33,2770,1727,0,1,2811,439.39,0.911,0.757,0.367,0.060,0.627,-0.965,2.225,0.3393,2.1620,0.491,0.001,0.004,0.137,-0.134,130,82,83,1,265,0,118872.45,39069.957,29783.446,70.127,20397.192,87.964,37714.259,24031.239,4897.057,12464.004,9971.203,4017.046,75.876,1462.692,0.000313,0.007722,6003,0,46,37,81,46,54077,272,35,69.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54067,1231,5731,51745.802,29691.791,20289.654,0.001,69.791,26775.716,21353.265,376.557,183,311,78,46,187,88532,30,0,0,0.000,0.000,0.000,0.000,0.000,11.464,1.441,1.125,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.721,4.673,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12151,5031,4838,238,0,47137,22072,3619,35630,16328,1774,679,403,0,0,0,0,60,0,0,25305,10457,1827,27192,12585,1926,1570,954,97,1558.270,69.437,10031.493,593.995,41,142,0,442,71,755,1266,419,104,1269,194,225,345,399,338,755,112,60,226,460,114,1,0,0,0,0,0,0,0,0,0,0,0,561,277,427,42,0,0,0,0,362,332,129,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5354,0.4888,18,0,0,0.4938,0.4742,26,0,0
12271,409.0,4307,42,33,2699,1607,0,1,2664,529.92,0.894,0.746,0.368,0.059,0.637,-0.964,2.233,0.3371,2.1407,0.509,0.001,0.002,0.137,-0.132,126,73,118,1,240,0,112074.44,37441.358,25789.243,94.700,19929.412,95.758,35365.407,22386.857,4626.729,11157.555,8926.044,3902.574,73.003,1537.235,0.000199,0.006600,5727,0,55,63,113,55,53414,296,58,93.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49864,1067,5431,47187.207,25691.016,19819.757,0.004,93.279,24678.206,19775.411,400.719,166,287,64,55,168,79256,46,0,0,0.000,0.000,0.000,0.000,0.000,14.924,11.632,1.687,0,0,0,0,0,0,30,0,0,0.000,0.000,0.000,0.000,0.000,3.721,4.309,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12151,5031,4838,238,0,46278,21732,3611,35037,15606,1962,685,360,7,0,0,0,60,0,0,22488,9294,1673,25908,11814,1796,1484,919,87,1506.582,69.585,9014.868,564.662,45,112,1,352,86,656,1104,371,86,1241,175,238,337,385,323,706,126,77,183,414,101,1,0,0,0,0,0,0,0,0,0,0,0,550,273,422,38,0,0,0,0,306,270,164,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5175,0.4357,16,1,0,0.4889,0.4603,24,0,0
12301,410.0,4152,57,32,2643,1508,0,1,2547,453.69,0.881,0.735,0.371,0.059,0.645,-0.964,2.241,0.3379,2.1485,0.516,0.001,0.005,0.137,-0.132,132,53,109,2,222,0,105928.18,35379.268,24661.481,117.197,18221.672,95.564,33558.494,20704.394,4383.643,10808.816,8647.053,4161.660,145.609,1188.643,0.000307,0.005442,5188,0,41,68,101,41,52300,173,60,115.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46897,1018,5015,44248.869,24568.240,18164.378,0.014,115.169,23150.623,18195.176,359.567,161,258,46,41,171,71175,28,0,0,0.000,0.000,0.000,0.000,0.000,9.179,6.715,1.069,0,2,1,0,1,141,30,0,0,0.000,0.000,0.000,0.000,0.000,3.721,4.366,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12301,4152,3959,115,0,45386,21723,3473,34163,15234,1997,660,330,30,0,0,0,60,0,7,20338,8051,1559,25033,10867,2108,1524,964,104,1495.797,65.898,8032.130,588.283,45,108,2,360,64,640,1049,345,76,1234,193,207,333,366,310,624,132,80,177,402,93,1,0,0,0,0,0,0,0,0,0,0,0,515,268,398,35,0,0,0,0,298,267,151,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5513,0.4375,17,2,0,0.4637,0.4434,24,0,0
12331,411.0,3903,61,32,2556,1347,0,0,2338,477.88,0.855,0.716,0.377,0.059,0.660,-0.965,2.255,0.3376,2.1159,0.513,0.001,0.007,0.139,-0.130,147,63,138,0,233,0,98838.21,32626.225,22567.040,132.987,15885.520,101.186,31430.525,19248.816,4063.941,8385.620,6708.496,4669.301,130.454,1196.061,0.000186,0.004877,4849,0,52,86,130,52,50628,204,78,130.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43097,930,4645,39644.602,22427.276,15814.860,0.003,130.209,21290.192,16808.921,346.061,120,282,56,52,174,75214,15,0,0,0.000,0.000,0.000,0.000,0.000,4.964,1.674,0.984,0,0,0,0,0,0,3,0,0,0.000,0.000,0.000,0.000,0.000,0.372,0.426,0.000,0,1,0,0,1,355,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12301,4152,3959,115,0,44013,21720,3227,33420,14636,2353,631,319,0,0,0,0,41,11,9,18003,7314,1599,23610,10422,1708,1461,1019,76,1472.142,67.471,7604.280,528.457,29,96,0,348,64,562,970,360,67,1207,181,209,317,343,299,564,115,47,200,324,97,0,0,0,0,0,0,0,0,0,0,0,0,495,266,376,31,0,0,0,0,271,229,134,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5300,0.4336,18,2,0,0.4788,0.4496,23,0,0
