tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach
331,11.0,1234,927,20,259,787,24,164,12,155.38,1.057,1.007,0.095,0.059,0.154,-0.480,1.504,0.3130,2.1532,0.779,0.344,0.058,0.052,-0.018,83,97,72,0,1,0,51975.10,2526.597,12564.949,26.965,230.561,16.623,7861.122,3086.817,22.115,5131.671,4105.337,2524.070,940.621,521.659,0.000226,-0.001208,0,49,72,0,68,68,21107
361,12.0,1232,897,20,275,796,18,143,13,163.73,1.054,1.004,0.091,0.056,0.164,-0.496,1.496,0.3245,2.1857,0.773,0.324,0.051,0.052,-0.017,75,75,64,0,1,0,53478.98,2762.588,14806.916,44.323,298.367,18.486,7547.280,3327.549,23.232,6008.254,4806.603,2332.611,1286.013,391.608,0.000153,-0.001069,0,74,64,0,51,51,20135
391,13.0,1269,845,20,303,826,12,128,13,176.16,1.055,0.998,0.091,0.055,0.174,-0.514,1.496,0.3303,2.2153,0.724,0.294,0.054,0.051,-0.015,93,57,84,0,1,0,55766.39,3035.483,16827.875,50.804,303.136,15.345,7711.812,3540.230,25.125,7770.014,6216.011,3303.894,957.315,534.373,0.000115,-0.001128,0,113,84,0,74,74,19848
421,14.0,1289,847,20,334,837,11,107,15,171.35,1.051,0.996,0.090,0.052,0.188,-0.526,1.489,0.3182,2.2455,0.741,0.257,0.059,0.051,-0.017,101,49,95,0,0,0,58221.30,3425.583,16898.400,46.656,380.783,16.060,7873.478,3273.398,26.457,7042.468,5633.974,3640.158,1079.149,614.593,0.000181,-0.002101,0,148,95,0,86,86,20452
451,15.0,1414,976,20,370,942,10,92,19,182.54,1.056,0.998,0.089,0.049,0.189,-0.539,1.487,0.3340,2.2788,0.704,0.243,0.052,0.051,-0.018,106,34,53,0,1,0,63314.44,3898.314,18683.763,54.528,519.972,15.137,8254.626,3311.123,30.216,9165.544,7332.435,2428.052,1137.758,548.590,0.000164,-0.001382,0,131,53,0,42,42,21820
481,16.0,1529,897,20,411,1026,10,82,21,187.85,1.055,1.011,0.089,0.053,0.195,-0.551,1.486,0.3366,2.3341,0.672,0.234,0.055,0.050,-0.019,107,42,98,0,0,0,68159.94,4308.753,21760.168,59.994,548.808,15.549,9132.187,3801.600,35.997,10954.371,8763.497,3974.517,1328.600,819.636,0.000171,-0.001846,0,165,98,0,85,85,24356
511,17.0,1662,818,20,469,1117,6,70,22,170.76,1.052,1.018,0.091,0.050,0.205,-0.566,1.485,0.3303,2.3781,0.660,0.190,0.054,0.050,-0.017,114,30,120,0,3,0,74463.90,4883.392,24964.789,93.763,447.329,14.831,9838.327,4254.378,37.273,12141.067,9712.854,4874.761,1503.611,701.421,0.000124,-0.001091,0,116,120,0,97,97,25883
541,18.0,1858,722,20,534,1254,6,64,21,153.05,1.054,1.032,0.093,0.051,0.210,-0.579,1.484,0.3342,2.4492,0.645,0.169,0.048,0.050,-0.015,126,30,105,0,0,0,81854.14,5763.875,26644.184,67.318,724.587,15.466,11056.208,4872.173,35.792,14213.562,11370.850,4187.663,1332.855,757.736,0.000175,-0.001295,0,137,105,0,92,92,28007
571,19.0,2039,603,20,600,1378,3,58,24,152.05,1.053,1.041,0.092,0.049,0.217,-0.592,1.475,0.3358,2.4878,0.640,0.158,0.040,0.050,-0.016,124,35,133,0,2,0,87847.08,6460.681,28506.014,97.089,1217.486,12.968,12316.533,5520.714,38.928,15000.010,12000.008,5444.263,1524.780,1225.625,0.000210,-0.001132,0,218,133,0,113,113,29460
601,20.0,2175,634,20,673,1450,3,49,30,159.12,1.044,1.037,0.091,0.047,0.228,-0.601,1.469,0.3473,2.5372,0.625,0.150,0.037,0.051,-0.017,120,51,142,0,2,0,92578.87,7454.568,27549.138,56.271,1136.981,13.655,13243.556,5789.798,45.485,14047.460,11237.968,5694.408,1518.047,1227.398,0.000191,-0.002064,0,240,142,0,129,129,30635
631,21.0,2367,592,20,773,1543,3,48,45,141.49,1.032,1.035,0.094,0.047,0.240,-0.605,1.470,0.3499,2.5782,0.628,0.127,0.037,0.051,-0.018,105,57,142,0,2,0,99814.35,8476.584,31762.769,44.141,1691.697,14.282,14204.907,6292.699,60.851,16404.220,13123.376,5948.341,1628.126,1632.246,0.000166,-0.002593,0,317,142,0,139,139,31814
661,22.0,2600,493,20,873,1678,2,47,70,154.67,1.027,1.040,0.096,0.046,0.247,-0.612,1.464,0.3440,2.6287,0.616,0.110,0.032,0.051,-0.018,122,60,135,0,2,0,107871.60,9809.987,33140.423,38.254,2337.472,15.654,15509.482,7018.074,87.624,18136.905,14509.525,5202.210,1537.101,1949.539,0.000277,-0.005057,0,520,135,0,130,130,33354
691,23.0,2782,519,20,985,1755,1,41,92,158.54,1.017,1.033,0.100,0.045,0.261,-0.620,1.463,0.3536,2.6512,0.617,0.093,0.032,0.052,-0.019,119,44,193,0,6,0,114341.43,11240.653,34301.561,60.480,2457.924,14.646,16798.300,7636.867,120.335,17776.176,14220.941,7207.638,1662.359,2152.127,0.000199,-0.006436,0,577,193,0,184,184,35376
721,24.0,2948,512,20,1114,1796,2,36,103,150.49,1.001,1.018,0.101,0.043,0.278,-0.626,1.468,0.3569,2.6624,0.612,0.086,0.035,0.054,-0.018,117,61,233,0,6,0,120005.46,12843.337,35108.863,88.348,2515.405,15.959,17555.394,7877.012,149.274,19423.056,15538.445,9135.444,1560.488,2214.293,0.000235,-0.007441,0,467,233,0,218,218,35931
751,25.0,3179,504,21,1306,1841,2,30,139,161.04,0.978,1.001,0.103,0.042,0.301,-0.634,1.467,0.3615,2.7066,0.598,0.086,0.030,0.056,-0.019,142,68,231,0,5,0,126748.95,14670.934,35582.024,72.333,2572.284,18.494,18577.869,8159.217,185.722,21655.726,17324.581,8865.055,1197.399,2265.395,0.000242,-0.009578,0,575,231,0,223,223,35195
781,26.0,3425,473,21,1520,1882,1,22,206,165.62,0.954,0.973,0.103,0.041,0.325,-0.641,1.462,0.3577,2.7224,0.561,0.074,0.036,0.059,-0.020,129,56,222,0,10,0,134924.14,16570.093,37153.201,87.089,3385.295,19.499,19483.085,8536.921,263.992,21181.564,16945.252,9026.898,1487.390,2600.602,0.000155,-0.010005,0,814,222,0,208,208,33937
811,27.0,3653,486,21,1713,1922,1,17,276,148.79,0.932,0.955,0.107,0.041,0.343,-0.646,1.459,0.3625,2.7568,0.562,0.060,0.037,0.060,-0.020,140,65,259,0,9,0,141770.55,18835.225,38212.217,71.785,5477.509,22.769,20492.150,8977.074,369.225,22662.532,18130.026,10495.856,1608.577,3797.421,0.000271,-0.010238,0,1294,259,0,251,251,33839
841,28.0,3882,409,21,1902,1964,2,14,409,151.18,0.915,0.941,0.113,0.042,0.358,-0.651,1.455,0.3717,2.8026,0.557,0.053,0.034,0.062,-0.020,164,63,308,0,13,0,146883.41,21587.887,38275.234,95.083,7426.180,24.855,21424.293,9216.730,551.070,25253.891,20203.113,11984.641,1775.717,4842.123,0.000234,-0.010747,0,1771,308,0,293,293,33883
871,29.0,4079,455,21,2127,1936,2,14,561,137.93,0.889,0.915,0.119,0.040,0.379,-0.652,1.460,0.3731,2.7932,0.551,0.047,0.031,0.064,-0.020,138,58,358,0,19,0,149597.67,23592.825,38194.765,103.260,8023.807,27.972,22110.901,9279.672,789.463,25604.956,20483.965,15047.999,1403.189,5424.370,0.000300,-0.010785,0,2171,358,0,352,352,33563
901,30.0,4310,459,21,2348,1948,2,12,724,148.27,0.870,0.896,0.129,0.040,0.396,-0.657,1.460,0.3770,2.7883,0.533,0.048,0.032,0.066,-0.020,135,53,372,0,26,0,154455.92,25783.547,38676.001,86.064,9350.533,27.635,22710.215,9239.139,1082.348,28045.373,22436.299,14086.096,1085.683,5874.809,0.000223,-0.008937,0,2617,372,0,363,363,33640
931,31.0,4479,452,21,2554,1914,1,10,974,150.12,0.850,0.880,0.140,0.039,0.413,-0.660,1.463,0.3793,2.8065,0.544,0.034,0.033,0.068,-0.020,150,50,455,0,22,0,155168.25,28161.205,39610.855,93.181,11727.974,28.296,23482.983,9370.579,1455.714,28850.599,23080.479,18377.584,1212.555,7483.369,0.000243,-0.008493,0,3506,455,0,451,451,33423
961,32.0,4561,456,21,2715,1835,1,10,1243,147.68,0.831,0.857,0.156,0.040,0.430,-0.658,1.467,0.3813,2.8324,0.546,0.024,0.034,0.070,-0.020,185,35,520,0,37,0,150442.22,30851.702,38333.237,98.586,15623.417,33.121,23785.676,9326.498,1941.971,28732.418,22985.935,22012.757,1433.459,9762.720,0.000190,-0.009682,0,4713,520,0,516,516,33265
991,33.0,4614,471,21,2835,1772,1,6,1573,148.59,0.818,0.836,0.173,0.042,0.444,-0.659,1.468,0.3829,2.7841,0.553,0.021,0.029,0.072,-0.023,202,27,558,0,70,0,143776.25,32902.855,38397.452,93.878,18029.224,34.239,23604.785,8999.114,2521.065,30774.207,24619.366,24293.491,1599.157,10887.694,0.000256,-0.010524,0,6038,558,0,557,557,32998
1021,34.0,4589,540,21,2928,1657,2,2,1884,125.21,0.801,0.809,0.201,0.043,0.460,-0.660,1.471,0.3845,2.7187,0.560,0.012,0.031,0.074,-0.025,199,32,579,0,58,0,134220.61,34146.540,34921.763,109.546,20280.032,40.008,23361.844,8475.478,3133.886,28598.953,22879.163,24837.720,1094.209,12110.560,0.000279,-0.011823,0,7782,579,0,576,576,31228
1051,35.0,4610,537,21,3023,1583,2,2,2156,122.26,0.789,0.788,0.226,0.043,0.473,-0.658,1.474,0.3876,2.6618,0.553,0.010,0.034,0.076,-0.027,217,15,522,0,71,0,129090.25,35140.864,35271.974,90.134,18421.255,37.631,23189.680,7979.252,3660.963,27819.396,22255.517,22985.767,1210.829,11042.969,0.000224,-0.013089,0,8773,522,0,522,522,30824
1081,36.0,4692,506,21,3044,1644,2,2,2414,148.30,0.798,0.796,0.257,0.046,0.469,-0.655,1.478,0.3848,2.6136,0.564,0.005,0.035,0.076,-0.027,213,7,444,0,74,0,125540.65,35127.037,35804.803,84.524,20142.611,40.244,23616.287,7936.832,4157.048,27942.156,22353.725,19882.930,1440.105,11944.328,0.000247,-0.013310,0,10408,444,0,442,442,30607
1111,37.0,4726,488,21,3045,1680,0,1,2656,145.38,0.805,0.801,0.289,0.048,0.467,-0.657,1.479,0.3860,2.5616,0.560,0.005,0.035,0.076,-0.026,209,16,421,0,99,0,119298.23,34745.093,33888.823,82.808,20095.111,49.957,24385.897,8123.634,4627.489,26248.063,20998.451,20060.734,1144.706,11367.077,0.000299,-0.014905,0,12531,421,0,420,420,31414
1141,38.0,4711,536,21,3001,1710,0,0,2866,179.16,0.812,0.804,0.322,0.050,0.463,-0.652,1.486,0.3858,2.5146,0.584,0.002,0.033,0.076,-0.026,221,9,363,0,141,0,114618.71,34964.851,32719.644,62.689,19345.293,47.343,25159.233,8113.368,5095.153,23161.300,18529.040,17127.283,1466.918,10832.483,0.000241,-0.017201,0,14976,363,0,363,363,31764
1171,39.0,4759,523,21,2933,1826,0,0,3044,205.38,0.832,0.824,0.353,0.054,0.450,-0.650,1.490,0.3830,2.4815,0.585,0.002,0.033,0.075,-0.027,200,10,242,0,131,0,114378.68,34163.139,31866.021,40.274,17591.945,47.539,26090.771,8355.423,5426.788,20275.160,16220.128,11531.576,1155.255,9694.615,0.000236,-0.019550,0,16211,242,0,242,242,33847
1201,40.0,4761,481,20,2863,1898,0,0,3085,207.98,0.845,0.841,0.384,0.056,0.441,-0.648,1.496,0.3863,2.4612,0.604,0.001,0.035,0.074,-0.028,183,7,261,0,150,0,111841.21,33103.717,31840.749,42.932,16561.551,44.509,27018.216,8554.636,5630.572,19927.749,15942.200,12082.664,977.275,9275.958,0.000195,-0.019470,0,17317,261,0,261,261,35721
1231,41.0,4749,406,20,2787,1962,0,0,3111,240.96,0.858,0.853,0.410,0.059,0.432,-0.647,1.503,0.3862,2.4320,0.607,0.001,0.039,0.073,-0.028,164,14,200,0,158,0,109999.64,32098.772,30468.186,39.496,15580.443,36.566,27628.078,8565.043,5748.722,16969.630,13575.705,9844.648,843.198,8424.405,0.000283,-0.019532,0,18603,200,0,200,200,35972
1261,42.0,4709,410,20,2686,2023,0,0,3095,284.28,0.872,0.870,0.425,0.060,0.423,-0.653,1.508,0.3858,2.4259,0.613,0.001,0.035,0.072,-0.028,167,10,134,0,202,0,108837.95,30750.575,29398.300,22.781,14100.536,43.987,28217.473,8791.141,5742.710,14521.305,11617.044,7228.818,1289.294,7159.648,0.000305,-0.017345,0,19260,134,0,134,134,36930
1291,43.0,4629,383,20,2593,2036,0,0,3033,278.96,0.881,0.881,0.442,0.062,0.417,-0.657,1.513,0.3851,2.4131,0.631,0.002,0.038,0.072,-0.029,142,16,132,0,206,0,105561.34,29546.349,27492.159,20.950,13874.567,41.294,28328.394,8868.374,5642.405,12959.712,10367.770,7013.445,1180.355,6711.153,0.000250,-0.016732,0,20329,132,0,132,132,36956
1321,44.0,4531,367,20,2520,2011,0,0,2978,288.46,0.885,0.886,0.451,0.062,0.415,-0.659,1.518,0.3857,2.4112,0.638,0.002,0.036,0.071,-0.029,132,16,114,0,200,0,101390.58,28182.954,25833.710,19.621,13116.142,34.530,28171.184,8793.359,5536.931,10967.590,8774.072,5966.230,1082.039,6463.794,0.000274,-0.018439,0,20378,114,0,114,114,37093
1351,45.0,4399,313,18,2409,1990,0,0,2904,325.85,0.892,0.899,0.458,0.063,0.411,-0.665,1.524,0.3866,2.4226,0.650,0.002,0.036,0.070,-0.029,126,27,84,0,251,0,98577.14,26822.394,25644.938,11.541,11965.486,35.804,27916.839,8633.202,5396.796,10914.982,8731.986,4819.326,782.153,5560.996,0.000130,-0.019112,0,19887,84,0,84,84,37740
1381,46.0,4256,267,18,2301,1955,0,0,2756,343.04,0.898,0.909,0.469,0.065,0.407,-0.670,1.533,0.3855,2.4187,0.659,0.003,0.039,0.070,-0.030,122,27,84,0,240,0,93514.23,24960.358,22984.877,14.416,11549.069,35.653,27450.137,8695.590,5173.467,9764.991,7811.993,3877.435,663.768,5209.167,0.000227,-0.018033,0,19176,84,0,83,83,38354
1411,47.0,4063,245,18,2205,1858,0,0,2618,325.20,0.895,0.907,0.471,0.065,0.409,-0.676,1.541,0.3854,2.4102,0.668,0.002,0.038,0.070,-0.030,116,44,79,0,223,0,87372.25,23516.181,21555.701,10.923,10328.257,32.971,26632.573,8478.894,4903.434,7285.104,5828.083,4288.149,711.027,4753.689,0.000146,-0.017522,0,18320,79,0,79,79,37441
1441,48.0,3866,268,18,2105,1761,0,0,2414,381.45,0.893,0.905,0.472,0.065,0.411,-0.680,1.550,0.3833,2.4105,0.678,0.001,0.039,0.070,-0.029,135,38,62,0,242,0,82629.23,22086.885,20457.734,9.278,9157.080,34.109,25224.364,7822.849,4559.325,6776.734,5421.387,3715.513,457.808,4161.701,0.000165,-0.018611,0,17189,62,0,62,62,35614
1471,49.0,3668,239,18,2002,1666,0,0,2200,418.65,0.891,0.904,0.473,0.066,0.413,-0.682,1.561,0.3785,2.4149,0.691,0.002,0.038,0.071,-0.029,96,31,41,0,256,0,77344.62,20499.450,17580.128,4.618,8654.146,32.030,24041.499,7448.255,4155.592,6027.273,4821.819,2074.841,573.771,3869.403,0.000217,-0.019177,0,16211,41,0,41,41,34201
1501,50.0,3480,198,15,1918,1562,0,0,2064,396.43,0.886,0.899,0.474,0.065,0.418,-0.684,1.568,0.3790,2.4133,0.700,0.003,0.039,0.072,-0.029,102,38,45,0,221,0,72432.72,19090.108,17167.813,5.406,8131.653,31.159,22720.486,6977.206,3793.585,5407.510,4326.008,2569.821,439.970,3592.655,0.000227,-0.016633,0,15076,45,0,45,45,33504
1531,51.0,3247,257,15,1815,1432,0,0,1827,414.50,0.878,0.892,0.472,0.065,0.424,-0.688,1.576,0.3782,2.4180,0.701,0.005,0.041,0.072,-0.029,112,43,46,0,232,0,66349.75,17514.908,14724.274,3.413,7277.908,30.969,21425.841,6460.754,3479.144,4079.112,3263.290,2440.400,580.868,3122.738,0.000247,-0.015432,0,13592,46,0,46,46,32286
1561,52.0,3053,253,15,1732,1321,0,0,1662,463.05,0.871,0.883,0.469,0.064,0.431,-0.693,1.585,0.3751,2.3969,0.714,0.004,0.042,0.073,-0.030,89,55,41,0,187,0,61517.21,16197.727,14325.843,5.275,6326.948,27.569,19964.452,5913.812,3093.891,4046.880,3237.504,2531.355,383.098,2665.402,0.000118,-0.015691,0,12107,41,0,41,41,30729
1591,53.0,2858,230,15,1653,1205,0,0,1452,426.79,0.858,0.873,0.464,0.063,0.439,-0.699,1.589,0.3749,2.4061,0.720,0.002,0.037,0.073,-0.030,111,62,49,0,173,0,57127.26,14817.775,13966.506,4.781,5989.614,28.457,18688.110,5485.005,2768.391,4197.676,3358.141,2602.921,223.776,2571.272,0.000166,-0.016975,0,10907,49,0,49,49,28743
1621,54.0,2700,245,15,1586,1114,0,0,1289,481.07,0.850,0.866,0.461,0.062,0.446,-0.705,1.597,0.3746,2.4227,0.723,0.004,0.039,0.074,-0.031,89,44,22,0,167,0,53597.67,13907.640,11872.262,1.625,5298.641,26.876,17371.119,5022.942,2402.023,3521.432,2817.145,1423.801,275.671,2111.275,0.000152,-0.016366,0,9432,22,0,22,22,27853
1651,55.0,2566,232,13,1513,1053,0,0,1203,515.32,0.846,0.863,0.462,0.063,0.448,-0.711,1.605,0.3679,2.4237,0.742,0.005,0.043,0.074,-0.031,92,56,21,0,132,0,51375.50,13081.549,12138.457,1.570,5233.746,31.196,16393.779,4738.961,2170.640,3488.822,2791.057,912.992,558.349,1971.266,0.000082,-0.015728,0,8981,21,0,21,21,25629
1681,56.0,2432,209,13,1438,994,0,0,1060,521.57,0.844,0.862,0.465,0.064,0.449,-0.715,1.610,0.3659,2.4263,0.758,0.006,0.044,0.075,-0.031,93,46,20,0,143,0,47994.41,12297.827,10185.511,1.679,4788.460,31.220,15673.218,4555.750,1947.848,3462.803,2770.242,976.435,198.640,1821.647,0.000132,-0.016870,0,8319,20,0,20,20,25163
1711,57.0,2301,218,13,1370,931,0,0,947,567.43,0.839,0.859,0.465,0.063,0.453,-0.723,1.621,0.3645,2.4407,0.748,0.006,0.045,0.075,-0.031,119,63,16,0,114,0,44862.92,11442.539,9597.532,1.592,4284.937,28.236,14828.164,4300.993,1707.989,2873.421,2298.737,918.601,281.648,1561.077,0.000105,-0.015697,0,7488,16,0,16,16,24302
1741,58.0,2175,249,13,1313,862,0,0,821,548.15,0.831,0.853,0.464,0.063,0.458,-0.733,1.630,0.3652,2.4433,0.750,0.007,0.053,0.076,-0.031,102,57,13,0,115,0,42375.23,10777.241,8941.599,1.117,4073.556,33.987,13959.003,3933.715,1489.247,2762.391,2209.913,745.569,174.833,1352.809,0.000118,-0.014367,0,6536,13,0,13,13,23486
1771,59.0,2080,254,13,1280,800,0,0,721,534.48,0.820,0.843,0.458,0.062,0.467,-0.738,1.634,0.3650,2.4487,0.761,0.007,0.052,0.077,-0.031,107,57,9,0,82,0,41177.70,10365.185,8984.940,0.310,3956.241,30.380,13174.513,3697.147,1280.673,2425.468,1940.374,343.288,208.271,1358.975,0.000130,-0.012898,0,6202,9,0,9,9,21911
1801,60.0,1987,247,13,1236,751,0,0,626,551.66,0.814,0.836,0.453,0.063,0.471,-0.743,1.640,0.3664,2.4515,0.764,0.004,0.055,0.079,-0.030,103,56,6,0,91,0,40142.41,10188.895,8752.227,0.445,3862.430,28.730,12634.558,3552.322,1121.122,2784.194,2227.355,463.100,368.822,1280.101,0.000142,-0.011954,0,5662,6,0,6,6,21167
1831,61.0,1934,268,13,1207,727,0,0,563,547.53,0.813,0.836,0.455,0.063,0.473,-0.752,1.645,0.3550,2.4698,0.755,0.004,0.061,0.079,-0.030,99,37,9,0,52,0,39010.50,9937.384,7886.972,0.379,3867.951,34.566,12116.606,3296.384,968.396,2153.661,1722.929,562.907,370.685,1210.934,0.000142,-0.011041,0,5470,9,0,9,9,20596
1861,62.0,1886,284,13,1178,708,0,0,489,542.40,0.811,0.836,0.451,0.064,0.474,-0.753,1.647,0.3619,2.4885,0.770,0.005,0.052,0.079,-0.031,105,44,19,0,45,0,38103.53,9786.360,8678.058,0.978,3761.483,35.999,11937.482,3248.941,861.796,2872.728,2298.183,957.055,509.710,1282.836,0.000195,-0.010179,0,5062,19,0,19,19,20563
1891,63.0,1841,301,13,1156,685,0,0,436,567.41,0.809,0.835,0.451,0.064,0.476,-0.761,1.652,0.3652,2.4792,0.765,0.005,0.054,0.078,-0.031,91,47,13,0,41,0,38416.89,9873.526,8845.232,0.823,3598.759,33.167,11593.962,3141.230,763.996,2653.326,2122.661,815.210,391.490,1169.671,0.000151,-0.007653,0,4747,13,0,13,13,19982
1921,64.0,1848,321,13,1140,708,0,0,419,584.34,0.821,0.850,0.456,0.065,0.468,-0.764,1.656,0.3553,2.4790,0.761,0.006,0.049,0.078,-0.031,95,32,10,0,34,0,40122.81,9802.331,10447.301,0.495,3925.011,34.863,11654.424,3182.887,689.905,3838.239,3070.591,491.058,606.314,1151.977,0.000194,-0.004703,0,4725,10,0,10,10,20065
1951,65.0,1863,355,13,1134,729,0,0,406,536.44,0.830,0.863,0.461,0.065,0.462,-0.769,1.659,0.3517,2.5318,0.762,0.004,0.051,0.078,-0.031,107,31,20,0,31,0,41301.84,10078.049,10648.749,1.196,4248.552,32.290,11922.815,3413.164,655.174,4494.527,3595.621,949.035,419.168,1290.706,0.000110,-0.003627,0,4965,20,0,20,20,19874
1981,66.0,1897,397,13,1125,772,0,0,385,473.12,0.843,0.884,0.468,0.067,0.452,-0.775,1.663,0.3614,2.5542,0.752,0.005,0.047,0.077,-0.030,100,32,14,0,29,0,43219.71,10260.854,11545.880,0.948,4306.777,37.530,12322.815,3536.507,628.448,5056.732,4045.385,804.109,394.106,1192.476,0.000175,-0.001474,0,4918,14,0,14,14,20945
2011,67.0,1925,427,13,1119,806,0,0,377,463.49,0.854,0.901,0.474,0.070,0.443,-0.781,1.667,0.3529,2.5808,0.760,0.003,0.051,0.076,-0.030,94,38,20,0,26,0,45944.43,10632.020,12766.092,1.321,4666.094,34.318,12764.872,3660.856,603.719,5206.170,4164.936,875.418,401.608,1327.013,0.000135,-0.000378,0,4854,20,0,20,20,21933
2041,68.0,1997,433,13,1120,877,0,0,369,427.91,0.871,0.927,0.483,0.073,0.428,-0.786,1.670,0.3579,2.6027,0.756,0.006,0.052,0.074,-0.029,101,24,27,0,19,0,48800.54,11062.023,13697.426,1.452,4637.833,32.494,13267.927,3810.014,591.748,6558.801,5247.041,998.139,646.602,1278.601,0.000162,0.000287,0,4858,27,0,27,27,23042
