tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach
4171,139.0,2273,194,22,531,1742,0,0,46,210.01,1.434,1.504,0.788,0.165,0.209,-0.914,1.936,0.2822,2.5713,0.706,0.019,0.017,0.058,-0.053,67,117,69,1,5,0,88217.19,9238.645,42106.124,0.809,4657.791,10.801,28986.874,8937.472,73.322,17088.894,13671.115,3190.483,723.930,691.652,0.000260,0.009300,0,4032,69,0,69,69,42018
4201,140.0,2351,195,23,553,1798,0,0,46,194.51,1.435,1.502,0.794,0.164,0.211,-0.914,1.932,0.2843,2.5574,0.714,0.024,0.017,0.059,-0.054,52,145,100,1,8,0,92906.84,9961.218,44034.495,1.309,4532.732,11.427,30484.980,9363.665,73.001,17524.039,14019.231,4575.610,461.070,844.236,0.000175,0.008936,0,4000,100,0,100,100,44187
4231,141.0,2467,178,23,576,1891,0,0,45,199.37,1.441,1.508,0.797,0.165,0.209,-0.913,1.938,0.2851,2.5452,0.687,0.017,0.020,0.059,-0.054,61,125,113,1,8,0,97675.10,10563.582,46522.302,1.404,5440.682,8.864,32056.939,9914.102,76.215,19110.704,15288.563,4673.106,867.820,908.705,0.000214,0.009288,0,4294,113,0,113,113,45958
4261,142.0,2574,142,23,604,1970,0,0,49,223.37,1.443,1.507,0.804,0.165,0.209,-0.913,1.931,0.2859,2.5447,0.672,0.013,0.017,0.059,-0.053,55,151,122,1,5,0,102072.98,10997.344,48864.944,1.535,5525.899,9.939,33682.499,10575.672,81.939,20361.397,16289.118,5191.385,833.379,1028.789,0.000196,0.009455,0,4489,122,0,122,122,48115
4291,143.0,2654,153,23,623,2031,0,0,55,169.62,1.451,1.505,0.809,0.166,0.208,-0.912,1.933,0.2830,2.5405,0.651,0.013,0.017,0.059,-0.054,63,147,142,0,7,0,105635.14,11236.717,49385.213,1.500,5362.199,9.583,34944.999,11019.703,82.829,20105.805,16084.644,5416.099,594.167,982.317,0.000145,0.009839,0,4832,142,0,142,142,49073
4321,144.0,2787,143,23,642,2145,0,0,59,162.76,1.465,1.510,0.809,0.167,0.204,-0.913,1.931,0.2793,2.5203,0.656,0.012,0.016,0.058,-0.054,61,148,109,2,11,0,108346.73,11802.262,50530.323,1.602,6536.668,12.455,36770.381,11596.946,94.481,21661.812,17329.450,5080.134,742.372,1005.921,0.000201,0.009756,0,5136,109,0,109,109,50489
4351,145.0,2839,163,22,665,2174,0,0,70,182.22,1.464,1.504,0.816,0.168,0.206,-0.913,1.922,0.2807,2.5041,0.649,0.015,0.015,0.058,-0.055,58,154,150,0,9,0,110831.09,12361.203,52097.387,1.779,6285.746,12.218,38280.083,11986.045,111.185,19488.163,15590.531,6219.587,349.170,1132.313,0.000214,0.009936,0,5250,150,0,150,150,51739
4381,146.0,2882,122,22,692,2190,0,0,75,173.13,1.463,1.494,0.825,0.167,0.209,-0.912,1.916,0.2840,2.5168,0.652,0.017,0.016,0.060,-0.057,61,184,156,0,13,0,114116.70,12929.266,53969.932,1.885,6266.920,13.557,38708.040,11840.581,122.754,21276.018,17020.814,6626.486,839.154,1223.253,0.000224,0.009264,0,5056,156,0,156,156,51859
4411,147.0,2984,135,22,711,2273,0,0,77,244.24,1.469,1.496,0.830,0.168,0.207,-0.910,1.910,0.2798,2.4842,0.658,0.017,0.017,0.059,-0.058,51,169,125,2,13,0,118977.20,13597.384,54473.541,10.629,6445.014,9.664,39868.009,12136.328,123.063,22058.501,17646.801,4774.843,875.506,1031.609,0.000190,0.008522,0,5320,125,0,119,119,52832
4441,148.0,3026,114,22,737,2289,0,0,95,179.20,1.465,1.489,0.838,0.167,0.210,-0.911,1.906,0.2771,2.4998,0.641,0.012,0.017,0.060,-0.057,56,176,171,0,8,0,121116.94,13955.807,55250.609,25.158,6266.014,9.595,41011.175,12347.945,132.767,21108.043,16886.434,7372.027,779.655,1226.655,0.000218,0.007453,0,5241,171,0,160,160,53760
4471,149.0,3108,125,22,772,2336,0,0,113,203.74,1.462,1.482,0.848,0.167,0.213,-0.910,1.900,0.2807,2.4751,0.638,0.013,0.017,0.061,-0.058,46,179,140,0,14,0,123789.30,14595.239,55361.036,41.348,6991.696,9.202,41831.077,12322.291,163.161,22136.469,17709.175,6292.509,1160.962,1127.958,0.000189,0.007442,0,5609,140,0,118,118,53977
4501,150.0,3176,128,22,814,2362,0,0,140,190.57,1.460,1.469,0.859,0.166,0.218,-0.910,1.886,0.2769,2.4547,0.633,0.015,0.016,0.062,-0.058,55,191,167,0,16,0,125232.58,15036.218,56108.268,28.709,6819.519,10.921,42955.537,12640.055,189.374,23440.036,18752.029,6973.834,1032.561,1250.550,0.000268,0.007038,0,5654,167,0,149,149,54884
4531,151.0,3214,110,22,848,2366,0,0,158,222.16,1.453,1.459,0.868,0.167,0.222,-0.911,1.878,0.2785,2.4339,0.617,0.015,0.017,0.062,-0.056,62,212,143,2,16,0,127517.31,15347.324,56291.755,32.906,6924.517,14.520,43806.712,12854.349,226.741,21768.835,17415.068,6355.720,601.311,1188.654,0.000261,0.009315,0,5638,143,0,124,124,55669
4561,152.0,3230,123,22,873,2357,0,0,186,222.10,1.449,1.450,0.874,0.165,0.226,-0.910,1.877,0.2791,2.4423,0.623,0.013,0.018,0.063,-0.056,59,211,141,3,21,0,128313.91,15583.391,54910.500,42.588,7159.465,10.816,44050.301,12982.246,259.383,21011.940,16809.552,6470.369,642.970,1132.225,0.000236,0.010575,0,5496,141,0,120,120,55126
4591,153.0,3300,146,22,914,2386,0,0,214,216.34,1.445,1.442,0.882,0.165,0.230,-0.910,1.872,0.2737,2.4263,0.592,0.014,0.014,0.064,-0.055,65,187,134,0,30,0,128390.59,15899.331,54443.446,19.576,7154.271,13.828,44639.578,12830.047,296.963,22340.595,17872.476,6112.065,748.685,1190.226,0.000333,0.012821,0,5604,134,0,126,126,55063
4621,154.0,3370,114,22,945,2425,0,0,253,260.22,1.445,1.436,0.889,0.167,0.233,-0.911,1.867,0.2721,2.4224,0.601,0.017,0.015,0.064,-0.056,62,185,116,3,27,0,130178.36,15944.369,55309.887,21.930,7282.995,13.889,45404.642,12944.839,345.147,21418.850,17135.080,4929.626,576.673,1003.718,0.000316,0.015575,0,5861,116,0,104,104,55642
4651,155.0,3366,108,22,965,2401,0,0,305,251.12,1.442,1.427,0.899,0.168,0.236,-0.912,1.858,0.2718,2.4418,0.617,0.011,0.014,0.064,-0.055,68,225,133,4,35,0,130413.19,16236.626,54917.717,44.188,6386.370,12.534,45876.707,13132.070,420.010,20942.625,16754.100,5737.897,533.957,1074.535,0.000305,0.017081,0,5584,133,0,109,109,55734
4681,156.0,3355,102,22,1003,2352,0,0,377,218.53,1.431,1.408,0.910,0.166,0.244,-0.913,1.852,0.2753,2.4056,0.610,0.013,0.015,0.066,-0.054,71,178,145,0,51,0,128477.86,16716.560,52598.269,73.710,6226.037,13.629,45801.494,12828.763,540.168,19177.257,15341.806,6617.177,582.007,1118.807,0.000229,0.016439,0,5872,145,0,102,102,54642
4711,157.0,3342,92,22,1038,2304,0,0,466,302.14,1.421,1.391,0.923,0.165,0.252,-0.913,1.839,0.2709,2.3960,0.614,0.012,0.016,0.067,-0.054,62,203,111,4,46,0,127293.25,16704.951,50900.622,30.677,6048.914,15.916,45506.752,12495.506,685.240,18306.012,14644.810,4772.374,593.249,1106.542,0.000191,0.017281,0,5706,111,0,93,93,53695
4741,158.0,3283,91,22,1056,2227,0,0,527,272.27,1.410,1.373,0.937,0.165,0.259,-0.912,1.832,0.2676,2.3778,0.615,0.019,0.015,0.069,-0.052,70,178,130,2,73,0,125807.71,16941.730,49302.544,47.771,6509.780,14.246,44616.251,12015.070,832.623,17186.779,13749.423,5314.953,494.316,1067.015,0.000223,0.017223,0,5778,130,0,95,95,52609
4771,159.0,3253,114,22,1084,2169,0,0,597,297.74,1.399,1.357,0.952,0.165,0.266,-0.913,1.819,0.2679,2.3799,0.610,0.017,0.014,0.069,-0.051,77,168,131,3,77,0,122449.63,16623.241,48020.409,62.873,6708.891,15.886,44109.420,11659.078,950.904,18249.681,14599.745,5976.009,617.879,1101.376,0.000179,0.017091,0,5724,131,0,96,96,51979
4801,160.0,3179,99,24,1098,2081,0,0,684,319.30,1.389,1.340,0.967,0.164,0.274,-0.915,1.818,0.2727,2.3740,0.612,0.015,0.013,0.071,-0.050,50,177,146,4,70,0,118397.95,16387.235,46856.251,50.754,6543.794,15.728,42959.832,11160.301,1104.730,17124.224,13699.379,6746.651,838.810,1110.748,0.000177,0.016225,0,5331,146,0,113,113,49929
4831,161.0,3095,110,24,1100,1995,0,0,765,348.49,1.382,1.324,0.977,0.164,0.281,-0.915,1.812,0.2701,2.3923,0.615,0.009,0.014,0.072,-0.048,53,160,115,5,97,0,113645.22,15974.142,43494.308,45.037,6014.777,13.540,42084.863,10915.207,1264.874,15682.593,12546.075,5248.354,515.273,1101.131,0.000301,0.015853,0,5119,115,0,85,85,49068
4861,162.0,2975,103,24,1098,1877,0,0,805,358.22,1.369,1.305,0.989,0.163,0.290,-0.915,1.806,0.2648,2.3625,0.637,0.013,0.017,0.073,-0.046,77,142,140,4,97,0,108934.08,15746.438,42988.632,79.795,5261.005,17.180,40413.387,10482.497,1379.047,13902.610,11122.088,6766.273,512.425,1191.858,0.000220,0.017226,0,4900,140,0,96,96,47228
4891,163.0,2867,109,24,1085,1782,0,0,820,319.30,1.359,1.293,0.996,0.163,0.296,-0.915,1.812,0.2704,2.3552,0.657,0.013,0.013,0.074,-0.045,78,136,125,3,97,0,103623.81,15628.259,39119.424,72.245,4384.244,17.476,38457.239,9769.686,1415.957,13527.101,10821.681,6245.047,441.773,1095.074,0.000232,0.018097,0,4296,125,0,86,86,45005
4921,164.0,2785,135,24,1094,1691,0,0,839,350.54,1.344,1.273,1.012,0.161,0.305,-0.913,1.804,0.2672,2.3425,0.641,0.013,0.015,0.076,-0.042,79,129,89,1,110,0,99976.20,15284.149,37192.077,50.631,4547.519,19.993,37010.107,9168.181,1451.324,12861.124,10288.899,4403.519,741.540,827.566,0.000196,0.018065,0,4090,89,0,59,59,43158
4951,165.0,2656,116,24,1084,1572,0,0,873,366.06,1.331,1.253,1.026,0.161,0.315,-0.912,1.796,0.2654,2.3423,0.650,0.014,0.017,0.077,-0.039,65,138,102,3,99,0,95440.60,14703.645,35149.323,75.604,3748.713,20.960,35568.773,8583.346,1482.616,11226.994,8981.595,5116.643,616.282,851.118,0.000157,0.017831,0,3708,102,0,59,59,41989
4981,166.0,2571,114,24,1067,1504,0,0,907,442.80,1.326,1.247,1.036,0.159,0.320,-0.913,1.792,0.2670,2.3722,0.656,0.011,0.016,0.078,-0.039,80,117,81,7,86,0,90782.32,13914.963,32504.373,68.271,3863.339,18.997,33981.507,8076.264,1574.246,10760.898,8608.719,4274.940,380.621,706.129,0.000174,0.018416,0,3490,81,0,43,43,39977
