tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach
31,1.0,467,12984,0,165,111,86,105,1,11.85,0.815,0.786,0.225,0.191,0.240,-0.045,1.556,0.3596,1.3668,0.821,0.430,0.209,0.093,0.013,55,0,20,0,0,0,25495.24,1447.823,6638.036,35.289,81.695,12.081,2284.752,584.507,0.080,2931.554,2345.243,1031.097,962.903,339.115,0.000089,0.000244,0,47,20,0,10,10,3352
61,2.0,614,11528,0,175,228,83,128,1,23.84,0.773,0.828,0.184,0.218,0.199,-0.219,1.552,0.3663,1.5524,0.856,0.457,0.155,0.087,0.004,62,0,12,0,0,0,30720.82,1575.284,10068.659,28.137,47.790,17.943,2537.824,667.688,1.198,5244.073,4195.258,638.603,1384.672,167.695,0.000080,0.000392,0,27,12,0,5,5,3601
91,3.0,942,9610,0,181,514,80,167,3,28.11,0.711,0.884,0.128,0.243,0.145,-0.384,1.556,0.3613,1.8821,0.847,0.448,0.112,0.077,-0.011,82,1,33,0,0,0,42629.26,1673.559,19877.259,35.969,7.376,23.007,3247.961,1046.876,1.401,11531.538,9225.231,1270.004,1537.133,268.667,0.000106,-0.000126,0,22,33,0,14,14,4601
121,4.0,1642,6789,0,192,1160,77,213,5,30.22,0.667,0.944,0.088,0.262,0.100,-0.502,1.564,0.3622,2.1416,0.817,0.406,0.071,0.065,-0.024,100,0,91,0,0,0,65204.00,1742.010,37933.623,116.369,151.838,26.041,4818.508,1947.014,4.517,24992.343,19993.875,3181.475,1762.788,504.492,0.000187,0.000831,0,43,91,0,38,38,6192
151,5.0,2676,3285,60,203,2166,77,230,9,40.22,0.650,1.000,0.069,0.280,0.077,-0.574,1.562,0.3705,2.4096,0.805,0.389,0.050,0.058,-0.032,164,4,187,0,0,0,98488.86,1815.485,59503.571,165.127,44.913,20.604,7838.448,3891.553,11.900,38894.308,31115.447,6343.524,1663.346,671.697,0.000190,0.002724,0,29,187,0,109,109,8522
181,6.0,3222,1478,60,211,2699,71,241,19,54.78,0.645,1.010,0.063,0.302,0.072,-0.594,1.564,0.3815,2.4982,0.812,0.384,0.037,0.058,-0.027,140,10,237,0,0,0,108365.42,1935.590,38273.426,175.011,146.980,24.956,11004.484,5700.788,22.847,25521.995,20417.597,7095.486,705.407,874.058,0.000222,0.004796,0,63,237,0,166,166,11651
211,7.0,3389,712,60,222,2870,63,234,33,75.77,0.639,1.010,0.061,0.309,0.072,-0.604,1.568,0.3765,2.5278,0.788,0.378,0.028,0.058,-0.025,121,36,234,0,1,0,106468.42,2046.317,24803.158,169.484,105.075,19.935,12127.104,6267.042,43.775,13936.404,11149.123,6520.196,423.875,746.687,0.000145,0.005027,0,36,234,0,141,141,12785
241,8.0,3368,438,60,236,2869,52,211,41,105.23,0.632,1.012,0.059,0.308,0.075,-0.615,1.569,0.3767,2.5669,0.770,0.364,0.024,0.058,-0.027,106,81,248,0,7,0,99540.04,2159.716,19503.327,144.273,185.890,13.530,12383.572,6614.268,72.696,9995.034,7996.027,6627.207,352.860,686.084,0.000181,0.004795,0,26,248,0,178,178,13566
271,9.0,3127,463,60,251,2656,41,179,57,125.78,0.629,1.003,0.058,0.307,0.081,-0.625,1.569,0.3676,2.5448,0.764,0.347,0.023,0.058,-0.026,103,128,285,0,5,0,89509.47,2360.871,15464.946,168.857,322.963,14.708,11709.433,6254.696,92.791,5654.546,4523.637,7643.844,405.722,787.852,0.000180,0.004952,0,40,285,0,193,193,13170
301,10.0,2883,577,52,269,2420,34,160,59,150.40,0.628,0.995,0.058,0.304,0.088,-0.627,1.575,0.3730,2.5590,0.756,0.335,0.026,0.059,-0.027,65,154,249,0,9,0,84466.17,2687.546,16689.211,158.195,195.439,11.828,10713.162,5676.926,109.412,5359.822,4287.857,5856.593,510.203,639.988,0.000136,0.004069,0,34,249,0,153,153,11675
331,11.0,2754,693,52,291,2302,27,134,73,170.24,0.627,0.988,0.060,0.292,0.095,-0.636,1.575,0.3788,2.5577,0.747,0.313,0.024,0.058,-0.028,74,164,187,0,5,0,83212.32,2904.685,18234.945,122.619,198.491,10.365,10043.719,5240.249,114.758,7301.551,5841.241,4562.191,620.427,474.440,0.000118,0.003565,0,20,187,0,114,114,11042
361,12.0,2667,679,52,330,2197,22,118,79,176.70,0.628,0.980,0.060,0.287,0.106,-0.639,1.578,0.3815,2.5649,0.710,0.267,0.027,0.058,-0.026,49,138,228,0,5,0,84088.55,3297.171,21422.775,173.043,218.092,8.324,9641.638,5051.947,131.384,9186.420,7349.136,5955.478,681.965,717.072,0.000235,0.001676,0,37,228,0,145,145,10904
391,13.0,2655,750,52,357,2173,17,108,79,188.51,0.630,0.978,0.061,0.282,0.112,-0.647,1.572,0.3797,2.5766,0.696,0.252,0.028,0.058,-0.028,81,99,240,0,6,0,86083.18,3648.283,22719.070,152.459,133.431,9.198,9441.802,5026.085,135.687,10791.314,8633.052,6390.734,657.868,714.736,0.000187,-0.000592,0,32,240,0,165,165,10998
421,14.0,2780,777,52,392,2275,16,97,96,192.21,0.631,0.976,0.060,0.283,0.116,-0.655,1.581,0.3799,2.5694,0.701,0.253,0.027,0.058,-0.028,68,74,174,0,8,0,92171.61,4149.830,25538.922,104.083,333.970,8.195,9672.695,5091.307,150.579,12331.986,9865.589,4556.692,825.172,941.563,0.000190,-0.000057,0,68,174,0,122,122,11047
451,15.0,2930,809,46,437,2396,14,83,121,183.54,0.631,0.975,0.060,0.283,0.121,-0.663,1.588,0.3894,2.5990,0.676,0.227,0.026,0.058,-0.029,76,47,230,0,6,0,97742.78,4786.210,27374.109,159.080,348.913,8.081,10103.896,5384.550,184.420,14040.651,11232.521,6430.520,794.070,1042.638,0.000185,-0.001553,0,111,230,0,159,159,11499
481,16.0,3106,771,46,492,2530,11,73,139,193.09,0.629,0.975,0.060,0.275,0.127,-0.671,1.588,0.3917,2.6336,0.643,0.209,0.029,0.057,-0.033,75,64,246,0,11,0,105703.48,5361.882,31216.822,151.841,465.495,9.108,10731.180,5776.919,216.698,16090.136,12872.109,6782.232,1150.414,894.386,0.000208,0.000111,0,126,246,0,178,178,12079
511,17.0,3343,773,46,559,2703,10,71,161,190.32,0.633,0.975,0.061,0.267,0.132,-0.677,1.593,0.3969,2.6522,0.639,0.190,0.026,0.056,-0.037,89,46,271,0,7,0,112932.30,6218.880,32400.993,164.655,489.744,9.450,11482.520,6263.039,247.705,18519.603,14815.683,7626.174,1095.298,1137.054,0.000125,0.000634,0,150,271,0,201,201,12858
541,18.0,3563,825,46,659,2834,10,60,208,200.16,0.634,0.967,0.063,0.256,0.143,-0.683,1.586,0.3971,2.6663,0.601,0.161,0.023,0.057,-0.039,88,54,316,0,13,0,120650.23,7204.044,35163.430,173.860,540.189,8.937,12243.333,6655.503,305.804,19769.332,15815.466,9180.619,1214.765,1269.513,0.000168,0.000247,0,160,316,0,244,244,13509
571,19.0,3767,782,46,755,2947,8,57,279,167.15,0.636,0.963,0.063,0.251,0.153,-0.687,1.592,0.4046,2.6751,0.576,0.140,0.025,0.057,-0.041,83,60,361,0,19,0,127755.34,8450.145,37266.650,166.659,797.076,7.453,13137.338,7141.769,414.705,21225.046,16980.037,11012.469,1267.987,1559.065,0.000285,0.001674,0,203,361,0,296,296,14506
601,20.0,3988,810,42,870,3055,8,55,362,161.24,0.637,0.952,0.065,0.245,0.164,-0.691,1.593,0.4085,2.6660,0.562,0.125,0.025,0.056,-0.042,98,47,388,0,12,0,135287.22,9704.857,37911.498,218.895,905.616,9.288,13853.443,7394.930,543.938,21922.811,17538.249,11158.909,1378.953,1588.628,0.000192,0.002108,0,203,388,0,304,304,15757
631,21.0,4226,777,42,1022,3141,8,55,482,162.91,0.641,0.941,0.067,0.239,0.178,-0.694,1.592,0.4176,2.6641,0.550,0.107,0.022,0.057,-0.042,92,58,455,0,22,0,143555.25,11253.636,41678.771,229.343,1081.430,8.718,14811.205,7822.754,728.466,25617.557,20494.046,13091.347,1459.688,1856.744,0.000280,0.000266,0,222,455,0,364,364,17062
661,22.0,4412,809,42,1187,3170,5,50,610,170.49,0.643,0.930,0.070,0.230,0.194,-0.699,1.591,0.4242,2.6815,0.529,0.090,0.024,0.057,-0.039,110,45,517,0,38,0,150600.22,13049.004,42627.994,214.535,1537.071,8.565,15475.423,8111.686,959.389,26109.479,20887.583,15353.310,1410.812,2314.063,0.000215,0.001513,0,332,517,0,445,445,18769
691,23.0,4518,794,42,1384,3080,5,49,809,158.91,0.644,0.907,0.077,0.220,0.217,-0.701,1.590,0.4263,2.6654,0.519,0.081,0.026,0.059,-0.037,113,65,650,0,39,0,155420.53,15444.418,44876.699,215.881,1664.275,12.207,16205.196,8294.615,1281.280,28498.213,22798.571,19529.271,1639.050,3067.634,0.000199,0.002205,0,381,650,0,593,593,19551
721,24.0,4747,815,42,1638,3059,5,45,1117,166.29,0.639,0.883,0.080,0.209,0.240,-0.705,1.592,0.4344,2.6479,0.516,0.074,0.024,0.061,-0.035,125,43,575,0,45,0,163718.83,18587.653,44769.131,214.143,2301.104,13.282,16646.772,8155.958,1722.926,29327.334,23461.868,17639.865,2035.422,3206.211,0.000240,0.003773,0,492,575,0,507,507,20647
751,25.0,5014,812,40,1937,3026,5,46,1460,154.42,0.636,0.860,0.084,0.197,0.266,-0.708,1.595,0.4424,2.6524,0.482,0.064,0.024,0.062,-0.032,137,29,682,0,45,0,171493.70,21850.166,46294.238,195.645,2795.547,12.915,17466.560,8267.387,2321.630,33720.760,26976.608,20517.564,1796.450,3451.435,0.000303,0.008057,0,530,682,0,629,629,22037
781,26.0,5231,871,40,2226,2954,5,46,1904,143.60,0.633,0.838,0.089,0.188,0.290,-0.711,1.597,0.4478,2.6639,0.495,0.059,0.024,0.063,-0.029,150,31,656,0,79,0,179951.89,25431.648,45891.359,223.122,4346.473,14.551,18207.864,8381.000,3059.221,32644.976,26115.981,20867.475,2014.050,4029.344,0.000211,0.010266,0,755,656,0,593,593,23172
811,27.0,5527,808,40,2582,2893,5,47,2345,154.82,0.631,0.818,0.093,0.170,0.316,-0.716,1.596,0.4516,2.6538,0.467,0.052,0.026,0.063,-0.028,152,22,731,0,81,0,189738.19,28917.930,49477.941,252.141,5402.252,16.900,19106.324,8516.860,3882.625,37530.354,30024.284,22757.000,2418.139,4674.704,0.000328,0.012434,0,1034,731,0,663,663,24253
841,28.0,5784,791,40,2950,2782,5,47,2843,140.30,0.625,0.792,0.102,0.160,0.343,-0.720,1.594,0.4592,2.6310,0.465,0.051,0.032,0.065,-0.025,186,25,796,0,89,0,197931.84,32623.814,49328.773,240.454,6425.032,21.557,19998.207,8564.918,4760.223,38679.854,30943.883,25112.432,2306.008,5521.622,0.000315,0.011582,0,1474,796,0,735,735,25500
871,29.0,6000,810,40,3317,2633,5,45,3413,141.29,0.620,0.767,0.107,0.154,0.370,-0.721,1.594,0.4634,2.6232,0.446,0.053,0.052,0.066,-0.020,218,9,746,0,100,0,206374.03,36811.233,48665.964,266.391,6614.608,22.906,20792.440,8540.087,5747.853,35728.664,28582.932,25714.012,3078.119,6283.162,0.000249,0.012222,0,1567,746,0,686,686,26796
901,30.0,5994,877,37,3577,2365,5,47,3822,146.77,0.613,0.740,0.114,0.141,0.398,-0.718,1.597,0.4651,2.5755,0.451,0.084,0.122,0.067,-0.016,240,9,652,0,116,0,218395.62,40099.157,47280.412,224.107,9112.324,29.140,20903.992,8002.826,6682.365,25713.132,20570.506,24120.091,3555.305,7174.873,0.000400,0.010265,0,2156,652,0,604,604,27946
931,31.0,5995,961,37,3839,2107,5,44,4132,139.93,0.606,0.713,0.117,0.129,0.425,-0.718,1.597,0.4660,2.5452,0.445,0.108,0.183,0.068,-0.012,216,10,599,0,124,0,229041.25,42712.683,45223.579,219.922,9825.206,33.909,20680.054,7448.290,7243.908,24343.984,19475.188,25441.337,4558.839,7269.330,0.000222,0.010871,0,2347,599,0,559,559,28122
961,32.0,6000,1028,37,4061,1897,5,37,4339,148.99,0.598,0.692,0.122,0.118,0.447,-0.719,1.601,0.4665,2.5167,0.440,0.132,0.268,0.068,-0.009,239,10,456,0,119,0,240551.98,43950.119,45060.572,158.259,10348.294,37.694,20484.883,6883.076,7744.627,19610.792,15688.634,22743.474,8405.639,7474.364,0.000314,0.011483,0,2345,456,0,427,427,28476
991,33.0,6000,1130,37,4290,1672,5,33,4381,169.04,0.589,0.669,0.127,0.106,0.470,-0.716,1.603,0.4685,2.5096,0.444,0.155,0.329,0.069,-0.006,273,3,475,0,109,0,245669.80,46388.047,41964.463,216.100,12279.274,47.603,20195.117,6301.330,7967.243,19546.150,15636.920,24288.925,12398.843,8390.102,0.000468,0.005299,0,2770,475,0,436,436,28311
1021,34.0,6000,1209,37,4493,1479,4,24,4448,202.90,0.580,0.650,0.130,0.097,0.491,-0.719,1.603,0.4705,2.5226,0.439,0.172,0.407,0.069,-0.004,264,5,383,0,123,0,252028.48,47825.298,43025.061,196.075,13827.360,60.576,19907.603,5823.165,8061.537,16901.213,13520.971,21853.741,16792.753,8868.696,0.000551,-0.000320,0,2884,383,0,352,352,29012
1051,35.0,6000,1269,33,4638,1338,4,20,4416,184.82,0.575,0.638,0.136,0.086,0.507,-0.720,1.605,0.4684,2.4905,0.439,0.185,0.461,0.070,-0.003,257,6,343,0,129,0,257336.91,48808.891,42188.204,142.173,13548.235,54.616,19686.284,5471.386,7989.944,15994.982,12795.986,22804.420,18330.023,8349.792,0.000368,-0.003518,0,2805,343,0,326,326,29276
1081,36.0,6000,1267,33,4757,1213,8,22,4363,224.54,0.569,0.628,0.139,0.079,0.519,-0.714,1.605,0.4702,2.4766,0.436,0.203,0.509,0.069,-0.003,286,4,279,0,122,0,262915.75,49503.154,41052.528,160.000,13891.548,61.416,19535.171,5171.635,7908.331,13521.167,10816.934,20938.436,20453.717,8425.312,0.000280,-0.001121,0,2949,279,0,260,260,29667
1111,37.0,5992,1320,33,4855,1108,5,24,4464,232.88,0.564,0.619,0.141,0.075,0.530,-0.715,1.607,0.4713,2.4646,0.443,0.218,0.546,0.069,-0.001,246,3,229,0,124,0,266646.56,50146.668,38740.368,156.729,14748.354,69.069,19383.579,4936.055,7953.244,11419.210,9135.368,19445.308,23117.739,8193.195,0.000288,0.000039,0,2956,229,0,215,215,30074
1141,38.0,6000,1314,33,4930,1040,6,24,4555,252.37,0.560,0.613,0.144,0.073,0.537,-0.714,1.609,0.4727,2.4443,0.433,0.241,0.584,0.069,0.000,250,1,171,0,113,0,271960.62,49820.429,38842.263,70.517,15860.816,67.023,19251.802,4697.466,8125.220,9664.733,7731.787,15651.917,25336.492,8423.294,0.000358,-0.000374,0,3128,171,0,164,164,29428
1171,39.0,5996,1313,33,5018,942,5,31,4603,259.74,0.554,0.604,0.147,0.069,0.547,-0.706,1.612,0.4727,2.4327,0.444,0.245,0.617,0.069,0.002,260,8,177,0,108,0,272911.31,49379.637,35788.054,92.186,17136.820,67.230,19118.246,4491.626,8259.158,9433.506,7546.805,16483.637,25716.712,8353.106,0.000467,0.000991,0,3141,177,0,168,168,29741
1201,40.0,6000,1301,31,5099,869,4,28,4610,255.43,0.550,0.597,0.148,0.066,0.555,-0.704,1.613,0.4722,2.4396,0.438,0.248,0.673,0.070,0.003,279,2,138,0,103,0,273165.38,48930.756,33671.818,56.759,16710.893,75.938,19030.949,4302.066,8302.124,8041.036,6432.829,13979.511,26962.756,8219.675,0.000353,-0.000176,0,3150,138,0,131,131,30275
1231,41.0,5999,1332,31,5161,806,3,29,4562,307.82,0.545,0.591,0.149,0.063,0.562,-0.705,1.616,0.4716,2.4192,0.436,0.244,0.718,0.070,0.004,257,4,114,0,102,0,272121.56,47967.096,30354.030,54.932,16398.591,80.329,18910.467,4131.373,8251.913,7010.224,5608.180,11979.214,26527.555,8217.303,0.000429,-0.002583,0,3148,114,0,109,109,30538
1261,42.0,6000,1377,31,5208,765,2,25,4468,304.42,0.543,0.586,0.152,0.062,0.568,-0.707,1.619,0.4742,2.3955,0.444,0.239,0.702,0.070,0.005,311,3,118,0,131,0,267231.25,47387.650,28677.897,64.539,16170.387,81.382,18873.931,3992.837,8102.411,8233.951,6587.161,12626.830,27141.938,8635.653,0.000321,-0.002769,0,2949,118,0,111,111,30363
1291,43.0,5999,1383,31,5250,728,0,21,4472,323.98,0.539,0.582,0.154,0.061,0.572,-0.713,1.621,0.4708,2.3890,0.439,0.239,0.702,0.070,0.006,266,2,91,0,103,0,263458.81,46020.998,27745.111,60.993,16689.006,77.313,18834.736,3862.066,8057.059,6305.380,5044.304,10102.903,26926.431,8555.285,0.000417,-0.005397,0,3119,91,0,82,82,29964
1321,44.0,6000,1351,31,5293,690,0,17,4390,352.99,0.535,0.579,0.157,0.060,0.577,-0.712,1.622,0.4739,2.3878,0.438,0.226,0.692,0.070,0.007,276,0,99,0,146,0,257385.69,44498.147,26088.144,46.594,15651.633,81.936,18827.966,3753.364,7987.932,7801.761,6241.409,12069.922,24401.043,8105.408,0.000461,-0.007889,0,2952,99,0,95,95,29950
